ADDRESS,REQUEST DATE,COMPLETION DATE,NUMBER OF POTHOLES FILLED ON BLOCK,LATITUDE,LONGITUDE,LOCATION
2237 N SPRINGFIELD AVE,02/14/2022 02:21:25 PM,02/21/2022 01:44:41 PM,4,41.921987516,-87.723990302,POINT (-87.723990301841 41.921987515945)
4114 W DICKENS AVE,02/01/2022 12:27:44 PM,02/21/2022 01:45:25 PM,8,41.919046658,-87.729712718,POINT (-87.729712718302 41.91904665773)
3909 W FULLERTON AVE,02/14/2022 02:19:07 PM,02/21/2022 01:46:07 PM,3,41.924436831,-87.724733332,POINT (-87.724733331511 41.924436831052)
5251 W 55TH ST,02/21/2022 01:46:18 PM,02/21/2022 01:47:51 PM,6,41.792781262,-87.754555273,POINT (-87.754555272626 41.792781262198)
4700 W 49TH ST,02/17/2022 02:45:28 PM,02/21/2022 01:49:16 PM,15,41.804093107,-87.740742781,POINT (-87.740742780854 41.804093107058)
3701 S WASHTENAW AVE,02/17/2022 01:11:14 PM,02/21/2022 01:52:28 PM,18,41.826419696,-87.692165806,POINT (-87.692165805698 41.826419696414)
3732 S ARCHER AVE,02/17/2022 02:33:46 PM,02/21/2022 01:53:08 PM,1,41.825717934,-87.68546305,POINT (-87.685463049565 41.82571793414)
3807 S ROCKWELL ST,02/17/2022 01:13:57 PM,02/21/2022 01:54:05 PM,13,41.82446903,-87.689656174,POINT (-87.689656173556 41.82446902963)
2131 N LAMON AVE,02/17/2022 07:00:07 AM,02/21/2022 01:54:06 PM,13,41.919739965,-87.748544238,POINT (-87.74854423753 41.919739965143)
3811 S SACRAMENTO AVE,02/17/2022 12:32:00 PM,02/21/2022 01:54:41 PM,16,41.824126136,-87.699440583,POINT (-87.699440582693 41.824126135521)
3823 S ARCHER AVE,02/17/2022 02:32:49 PM,02/21/2022 01:55:15 PM,8,41.823991672,-87.687945937,POINT (-87.687945936783 41.823991672251)
2000 W 33RD ST,02/15/2022 08:07:50 AM,02/21/2022 01:55:50 PM,1,41.834498683,-87.676237791,POINT (-87.676237790999 41.834498682737)
3104 N NATOMA AVE,02/21/2022 01:55:49 PM,02/21/2022 01:56:46 PM,35,41.936651987,-87.792271381,POINT (-87.792271380663 41.936651987391)
5448 S LAFLIN ST,02/17/2022 03:05:48 PM,02/21/2022 01:56:52 PM,11,41.794448334,-87.662378916,POINT (-87.662378916352 41.79444833396)
5100 S JUSTINE ST,02/17/2022 03:04:54 PM,02/21/2022 01:57:25 PM,27,41.80115866,-87.663670825,POINT (-87.663670824587 41.801158659783)
652 W 59TH ST,02/17/2022 03:10:39 PM,02/21/2022 01:58:07 PM,14,41.787259552,-87.642195986,POINT (-87.642195985628 41.787259552298)
3410 N NEWCASTLE AVE,02/21/2022 01:57:28 PM,02/21/2022 01:58:18 PM,5,41.942234747,-87.797183695,POINT (-87.797183695135 41.942234747494)
328 W 59TH ST,02/17/2022 03:11:06 PM,02/21/2022 01:58:43 PM,7,41.787309279,-87.633782162,POINT (-87.633782161686 41.787309279089)
1200 W 68TH ST,02/11/2022 11:31:52 AM,02/21/2022 01:59:31 PM,3,41.770602551,-87.654390859,POINT (-87.654390859032 41.770602551083)
3500 N NEWCASTLE AVE,02/21/2022 01:59:10 PM,02/21/2022 01:59:57 PM,6,41.943760989,-87.797423028,POINT (-87.797423027787 41.94376098861)
3336 N NEW ENGLAND AVE,02/21/2022 02:00:38 PM,02/21/2022 02:01:42 PM,5,41.941084504,-87.798563745,POINT (-87.798563745009 41.941084503687)
5800 S CENTRAL AVE,02/17/2022 02:51:01 PM,02/21/2022 02:05:16 PM,3,41.787072507,-87.762198539,POINT (-87.762198538557 41.787072506653)
5400 S LONG AVE,02/17/2022 02:52:25 PM,02/21/2022 02:05:56 PM,3,41.794482844,-87.757752249,POINT (-87.757752248781 41.794482844417)
5730 S TRUMBULL AVE,02/17/2022 10:20:47 AM,02/21/2022 02:06:32 PM,2,41.788848717,-87.709823494,POINT (-87.70982349388 41.78884871666)
5840 S TRUMBULL AVE,02/17/2022 10:19:17 AM,02/21/2022 02:07:13 PM,1,41.786745892,-87.709752191,POINT (-87.709752190918 41.786745891822)
3435 W 57TH ST,02/17/2022 10:27:39 AM,02/21/2022 02:07:56 PM,26,41.789709464,-87.709778912,POINT (-87.709778912475 41.789709463863)
1332 W BIRCHWOOD AVE,02/07/2022 02:44:12 PM,02/21/2022 02:10:30 PM,31,42.01843262,-87.66470807,POINT (-87.664708070088 42.018432620188)
7501 N SHERIDAN RD,02/16/2022 06:43:08 AM,02/21/2022 02:11:57 PM,1,42.018336459,-87.665656639,POINT (-87.665656638656 42.018336458721)
7760 N EASTLAKE TER,02/08/2022 02:49:03 PM,02/21/2022 02:13:15 PM,12,42.022678234,-87.665837264,POINT (-87.665837264212 42.022678233879)
7445 N SHERIDAN RD,02/17/2022 08:01:55 AM,02/21/2022 02:16:08 PM,9,42.01735305,-87.665038782,POINT (-87.665038782452 42.01735305008)
7453 N SHERIDAN RD,02/17/2022 08:01:39 AM,02/21/2022 02:17:20 PM,9,42.017649328,-87.665101921,POINT (-87.665101920847 42.017649328023)
7738 N SHERIDAN RD,02/15/2022 12:45:58 PM,02/21/2022 02:18:20 PM,17,42.022812766,-87.666864432,POINT (-87.666864432417 42.022812766092)
1650 W CHASE AVE,02/07/2022 02:38:06 PM,02/21/2022 02:19:29 PM,18,42.014056024,-87.672198008,POINT (-87.672198008185 42.014056024401)
7100 N PAULINA ST,02/19/2022 11:48:59 AM,02/21/2022 02:20:42 PM,22,42.011579731,-87.67244652,POINT (-87.672446520297 42.011579730872)
1300 W ESTES AVE,02/17/2022 09:49:16 AM,02/21/2022 02:22:21 PM,27,42.011697954,-87.663194299,POINT (-87.663194299418 42.011697953734)
1983 N CLYBOURN AVE,02/18/2022 01:48:17 PM,02/21/2022 02:29:45 PM,9,41.917201815,-87.658285887,POINT (-87.658285887472 41.917201814848)
1010 W ARMITAGE AVE,02/07/2022 12:49:21 PM,02/21/2022 02:30:54 PM,12,41.918304246,-87.653904234,POINT (-87.653904234267 41.918304245888)
2111 N RACINE AVE,02/18/2022 11:13:48 AM,02/21/2022 02:31:57 PM,21,41.920266381,-87.658043148,POINT (-87.658043147912 41.920266380851)
2030 N CLIFTON AVE,02/09/2022 01:55:04 PM,02/21/2022 02:32:58 PM,9,41.918993248,-87.657324852,POINT (-87.657324851921 41.918993248218)
2354 N SHEFFIELD AVE,02/09/2022 01:48:50 PM,02/21/2022 02:33:59 PM,4,41.92509987,-87.653722599,POINT (-87.653722598761 41.925099869769)
2330 N KENMORE AVE,02/08/2022 01:52:53 PM,02/21/2022 02:34:56 PM,7,41.924475879,-87.654907005,POINT (-87.654907004807 41.924475879238)
4139 W CREST LINE ST,02/10/2022 07:36:34 PM,02/21/2022 02:38:15 PM,10,41.744215037,-87.724954136,POINT (-87.724954136062 41.744215037024)
4148 W 82ND ST,02/10/2022 07:34:05 PM,02/21/2022 02:39:06 PM,2,41.743746217,-87.725358871,POINT (-87.725358871059 41.743746216947)
917 W WEBSTER AVE,02/15/2022 01:19:59 PM,02/21/2022 02:39:39 PM,14,41.921691654,-87.651785596,POINT (-87.651785595619 41.921691653963)
8012 S KOMENSKY AVE,02/16/2022 10:57:09 AM,02/21/2022 02:40:12 PM,1,41.747140771,-87.723353962,POINT (-87.723353962046 41.747140770542)
958 W WEBSTER AVE,02/17/2022 02:15:34 PM,02/21/2022 02:40:39 PM,6,41.921830576,-87.653374605,POINT (-87.653374604906 41.921830576121)
8400 S KOSTNER AVE,02/15/2022 03:27:32 PM,02/21/2022 02:41:05 PM,7,41.740041716,-87.731631969,POINT (-87.731631968608 41.740041716154)
1940 N LARRABEE ST,02/10/2022 01:27:31 PM,02/21/2022 02:42:46 PM,44,41.917643093,-87.643998493,POINT (-87.643998492832 41.917643093418)
8600 S PULASKI RD,02/15/2022 08:18:49 AM,02/21/2022 02:43:35 PM,3,41.736372925,-87.721940275,POINT (-87.721940274673 41.736372925494)
1940 N DAYTON ST,02/14/2022 02:22:15 PM,02/21/2022 02:43:53 PM,55,41.917186278,-87.64999958,POINT (-87.649999579644 41.917186277551)
3815 W 80TH ST,02/10/2022 07:58:47 PM,02/21/2022 02:44:20 PM,10,41.747544872,-87.717658394,POINT (-87.717658394486 41.747544872186)
1920 N SEDGWICK ST,02/09/2022 01:52:07 PM,02/21/2022 02:45:04 PM,10,41.917151782,-87.639065012,POINT (-87.639065011579 41.917151781682)
723 W ARMITAGE AVE,02/15/2022 01:45:58 PM,02/21/2022 02:46:01 PM,7,41.918083466,-87.647084733,POINT (-87.64708473307 41.918083466266)
3725 W 80TH ST,02/16/2022 11:04:06 AM,02/21/2022 02:47:01 PM,8,41.747556081,-87.715554979,POINT (-87.715554978643 41.747556081491)
905 W WISCONSIN ST,02/17/2022 02:19:11 PM,02/21/2022 02:47:04 PM,1,41.915918409,-87.651148761,POINT (-87.651148761453 41.915918409183)
20 E NORTH AVE,02/07/2022 12:46:44 PM,02/21/2022 02:48:01 PM,1,41.911326596,-87.628037924,POINT (-87.628037924109 41.911326595585)
4614 W 87TH ST,02/15/2022 09:27:14 PM,02/21/2022 02:49:26 PM,5,41.734874157,-87.736664114,POINT (-87.736664113804 41.734874157043)
8621 S KNOX AVE,02/16/2022 12:43:11 PM,02/21/2022 02:50:15 PM,7,41.73573305,-87.736941667,POINT (-87.7369416667 41.735733049645)
8618 S KOLMAR AVE,02/16/2022 12:45:32 PM,02/21/2022 02:51:08 PM,18,41.735871571,-87.735121116,POINT (-87.735121115679 41.735871571479)
8622 S KILBOURN AVE,02/16/2022 12:46:31 PM,02/21/2022 02:52:19 PM,3,41.735781812,-87.733915887,POINT (-87.73391588662 41.735781811627)
8315 S KOSTNER AVE,02/15/2022 03:24:35 PM,02/21/2022 02:53:31 PM,9,41.741505595,-87.731078275,POINT (-87.731078274771 41.741505594611)
8540 S KOLIN AVE,02/16/2022 12:38:24 PM,02/21/2022 02:54:25 PM,12,41.737137379,-87.730315297,POINT (-87.730315297234 41.737137378768)
8627 S TRIPP AVE,02/16/2022 12:37:48 PM,02/21/2022 02:57:37 PM,3,41.735777113,-87.727238526,POINT (-87.727238526079 41.735777113063)
8627 S TRIPP AVE,02/16/2022 12:37:48 PM,02/21/2022 02:58:42 PM,3,41.735777113,-87.727238526,POINT (-87.727238526079 41.735777113063)
8606 S KOMENSKY AVE,02/16/2022 12:48:10 PM,02/21/2022 03:00:13 PM,10,41.736419214,-87.723006386,POINT (-87.723006385726 41.736419213802)
902 W ARMITAGE AVE,02/21/2022 03:00:33 PM,02/21/2022 03:04:57 PM,1,41.918326509,-87.651200244,POINT (-87.6512002436 41.918326509093)
854 W ARMITAGE AVE,02/21/2022 03:01:38 PM,02/21/2022 03:06:23 PM,2,41.918322606,-87.650689303,POINT (-87.650689303424 41.918322606104)
5 E NORTH AVE,02/21/2022 03:03:17 PM,02/21/2022 03:07:54 PM,9,41.911152495,-87.62863642,POINT (-87.628636419891 41.911152495158)
2001 N CLYBOURN AVE,02/21/2022 02:56:32 PM,02/21/2022 03:10:48 PM,2,41.917846602,-87.658907641,POINT (-87.658907641496 41.91784660242)
2106 N RACINE AVE,02/21/2022 02:57:34 PM,02/21/2022 03:12:18 PM,1,41.920184441,-87.658404794,POINT (-87.65840479391 41.920184441165)
1860 N LARRABEE ST,02/21/2022 02:58:57 PM,02/21/2022 03:14:49 PM,19,41.916226183,-87.643860444,POINT (-87.643860444066 41.916226183119)
80 E NORTH AVE,02/09/2022 09:56:09 PM,02/21/2022 03:17:45 PM,9,41.911378135,-87.627007216,POINT (-87.627007216403 41.911378134696)
7107 N OZANAM AVE,02/15/2022 01:39:15 PM,02/22/2022 08:09:14 AM,7,42.009557926,-87.820992753,POINT (-87.820992752981 42.009557926083)
7605 W ARDMORE AVE,02/04/2022 12:22:25 PM,02/22/2022 08:10:15 AM,21,41.985089779,-87.81709638,POINT (-87.817096380306 41.985089778945)
7752 W ROSEDALE AVE,02/04/2022 12:26:45 PM,02/22/2022 08:11:03 AM,13,41.987689024,-87.821313818,POINT (-87.821313817957 41.987689024073)
7319 W OLIVE AVE,02/09/2022 11:31:18 AM,02/22/2022 08:13:14 AM,9,41.983356781,-87.810203282,POINT (-87.810203281705 41.983356780547)
7734 W MYRTLE AVE,09/03/2021 09:15:30 AM,02/22/2022 08:14:13 AM,62,41.993410897,-87.820439762,POINT (-87.820439761564 41.993410897038)
7275 W EVERELL AVE,01/13/2022 12:09:14 PM,02/22/2022 08:15:33 AM,2,41.992558221,-87.810410422,POINT (-87.810410421625 41.992558221125)
901 N MICHIGAN AVE,02/21/2022 07:50:20 AM,02/22/2022 08:16:03 AM,22,41.899387239,-87.62402823,POINT (-87.62402822995 41.89938723903)
835 N MICHIGAN AVE,02/21/2022 02:21:30 PM,02/22/2022 08:16:56 AM,24,41.897821429,-87.62292329,POINT (-87.622923290453 41.897821429329)
6007 N NORTHCOTT AVE,02/09/2022 08:17:14 AM,02/22/2022 08:17:19 AM,27,41.99064787,-87.800650776,POINT (-87.800650776408 41.990647869972)
7529 W MYRTLE AVE,09/14/2021 07:01:25 PM,02/22/2022 08:18:01 AM,21,41.993482736,-87.814831196,POINT (-87.814831196497 41.993482736145)
100 E LOWER WACKER DR,02/18/2022 10:53:12 PM,02/22/2022 08:19:00 AM,5,41.888408618,-87.624322312,POINT (-87.62432231192 41.888408617609)
230 E LOWER WACKER DR,02/17/2022 08:25:36 AM,02/22/2022 08:20:24 AM,4,41.888172164,-87.621345951,POINT (-87.621345950943 41.88817216424)
300 N COLUMBUS DR,02/21/2022 02:17:09 PM,02/22/2022 08:22:12 AM,12,41.887026803,-87.620817825,POINT (-87.62081782488 41.887026803438)
6679 N AVONDALE AVE,02/11/2022 05:27:58 PM,02/22/2022 08:23:47 AM,2,42.001615856,-87.818152528,POINT (-87.818152528486 42.001615855661)
700 N MICHIGAN AVE,02/21/2022 02:13:04 PM,02/22/2022 08:24:36 AM,30,41.895339252,-87.624938528,POINT (-87.62493852762 41.895339252195)
446 N MICHIGAN AVE,02/20/2022 08:10:57 AM,02/22/2022 08:25:11 AM,1,41.890404654,-87.624227372,POINT (-87.624227371825 41.890404653741)
454 N COLUMBUS DR,02/19/2022 07:40:31 AM,02/22/2022 08:28:31 AM,20,41.889577291,-87.620407649,POINT (-87.620407648857 41.889577291102)
473 N COLUMBUS DR,02/21/2022 02:15:32 PM,02/22/2022 08:29:12 AM,30,41.890703979,-87.620133352,POINT (-87.620133351743 41.890703978919)
513 N COLUMBUS DR,02/21/2022 02:18:20 PM,02/22/2022 08:29:52 AM,2,41.891476307,-87.620124905,POINT (-87.620124905328 41.891476307287)
631 N MICHIGAN AVE,02/21/2022 02:12:17 PM,02/22/2022 08:30:40 AM,8,41.893532042,-87.624115464,POINT (-87.624115464497 41.893532041896)
4665 N RESERVE AVE,02/11/2022 11:55:52 AM,02/22/2022 09:06:24 AM,1,41.964929847,-87.844570567,POINT (-87.844570566998 41.964929847486)
5800 W SUNNYSIDE AVE,02/16/2022 02:16:33 PM,02/22/2022 09:09:24 AM,8,41.962476444,-87.772537277,POINT (-87.772537276503 41.962476443712)
5608 W SUNNYSIDE AVE,02/16/2022 02:15:19 PM,02/22/2022 09:10:05 AM,9,41.962438301,-87.767712051,POINT (-87.767712050749 41.962438300602)
4454 N LOCKWOOD AVE,02/06/2022 09:14:43 AM,02/22/2022 09:14:49 AM,2,41.962448724,-87.759940207,POINT (-87.759940207126 41.962448724292)
5719 W MONTROSE AVE,02/07/2022 03:57:53 PM,02/22/2022 09:15:32 AM,5,41.960367018,-87.770440839,POINT (-87.770440839241 41.960367017945)
5501 W PENSACOLA AVE,02/16/2022 07:43:49 AM,02/22/2022 09:16:34 AM,1,41.959608941,-87.764755753,POINT (-87.764755753244 41.959608940842)
4054 N MOBILE,02/10/2022 08:14:57 AM,02/22/2022 09:18:08 AM,2,41.954560151,-87.784462666,POINT (-87.784462665721 41.954560151277)
4206 N LINDER AVE,02/11/2022 07:49:03 AM,02/22/2022 09:29:32 AM,15,41.956870212,-87.76466446,POINT (-87.764664459658 41.956870212238)
6600 S COTTAGE GROVE AVE,02/17/2022 06:56:51 AM,02/22/2022 10:27:34 AM,14,41.774797172,-87.606347896,POINT (-87.606347896406 41.774797171505)
6414 S COTTAGE GROVE AVE,02/22/2022 10:29:19 AM,02/22/2022 10:30:24 AM,1,41.778097813,-87.606208371,POINT (-87.606208371171 41.778097813106)
6300 S COTTAGE GROVE AVE,02/22/2022 10:31:12 AM,02/22/2022 10:32:05 AM,2,41.780710394,-87.60323303,POINT (-87.603233030209 41.780710393669)
615 E 63RD ST,02/22/2022 10:33:25 AM,02/22/2022 10:34:21 AM,1,41.780105481,-87.610041607,POINT (-87.610041607003 41.780105481459)
537 E 63RD ST,02/22/2022 10:35:13 AM,02/22/2022 10:36:01 AM,3,41.780079091,-87.611703697,POINT (-87.611703697201 41.780079090746)
6005 S MICHIGAN AVE,02/22/2022 10:36:49 AM,02/22/2022 10:37:38 AM,5,41.785279729,-87.62173025,POINT (-87.621730249969 41.785279728737)
6107 S MICHIGAN AVE,02/22/2022 10:38:34 AM,02/22/2022 10:39:37 AM,14,41.783497132,-87.622071054,POINT (-87.622071054046 41.783497131514)
11 E 63RD ST,02/22/2022 10:40:25 AM,02/22/2022 10:41:11 AM,3,41.779976804,-87.624882969,POINT (-87.624882969264 41.779976804476)
453 W 63RD ST,02/22/2022 10:41:46 AM,02/22/2022 10:42:43 AM,10,41.779712464,-87.63721648,POINT (-87.637216479679 41.779712464086)
5465 W AUGUSTA BLVD,02/17/2022 12:02:37 PM,02/22/2022 10:42:55 AM,23,41.898278917,-87.763211213,POINT (-87.763211213269 41.898278916624)
5331 W AUGUSTA BLVD,02/17/2022 12:03:38 PM,02/22/2022 10:43:32 AM,4,41.898478168,-87.759569788,POINT (-87.759569788249 41.898478167976)
5508 W AUGUSTA BLVD,02/17/2022 12:01:32 PM,02/22/2022 10:44:02 AM,14,41.898719629,-87.764202659,POINT (-87.764202659131 41.898719628588)
611 E 63RD ST,02/22/2022 10:43:19 AM,02/22/2022 10:44:05 AM,13,41.780102191,-87.610224961,POINT (-87.610224961352 41.780102190877)
4829 W AUGUSTA BLVD,02/21/2022 01:30:46 PM,02/22/2022 10:44:32 AM,5,41.898450995,-87.747066955,POINT (-87.747066954882 41.898450995199)
4845 W AUGUSTA BLVD,02/17/2022 12:31:40 PM,02/22/2022 10:45:13 AM,9,41.8984482,-87.747676875,POINT (-87.747676874904 41.898448199799)
5131 W AUGUSTA BLVD,02/17/2022 12:04:25 PM,02/22/2022 10:45:48 AM,5,41.898517885,-87.754592255,POINT (-87.754592255377 41.898517884835)
6656 S NORMAL BLVD,02/22/2022 10:45:30 AM,02/22/2022 10:46:14 AM,21,41.773029938,-87.636972537,POINT (-87.636972536591 41.773029937898)
5105 W AUGUSTA BLVD,02/17/2022 12:05:33 PM,02/22/2022 10:46:27 AM,6,41.898527171,-87.753528258,POINT (-87.753528258053 41.898527170785)
5000 W AUGUSTA BLVD,02/17/2022 12:06:32 PM,02/22/2022 10:47:03 AM,3,41.898721679,-87.75092007,POINT (-87.750920070211 41.898721678832)
4919 W AUGUSTA BLVD,02/17/2022 12:07:29 PM,02/22/2022 10:47:47 AM,12,41.898451472,-87.749156941,POINT (-87.749156941341 41.898451472312)
4830 W AUGUSTA BLVD,02/17/2022 07:55:45 AM,02/22/2022 10:48:31 AM,7,41.898870912,-87.747170024,POINT (-87.747170024005 41.898870912433)
406 E 63RD ST,02/22/2022 10:48:19 AM,02/22/2022 10:49:06 AM,1,41.78045767,-87.615245576,POINT (-87.615245576408 41.780457670217)
4838 W AUGUSTA BLVD,02/21/2022 02:51:35 AM,02/22/2022 10:49:30 AM,8,41.898751499,-87.747426183,POINT (-87.747426183343 41.898751499343)
6280 S WALLACE ST,02/22/2022 10:49:52 AM,02/22/2022 10:50:44 AM,10,41.780117822,-87.640143519,POINT (-87.640143519499 41.780117822443)
601 W 62ND ST,02/22/2022 10:51:24 AM,02/22/2022 10:52:19 AM,2,41.78156806,-87.640292495,POINT (-87.640292494768 41.781568059508)
558 W 62ND ST,02/22/2022 10:53:08 AM,02/22/2022 10:54:02 AM,3,41.781778743,-87.639931599,POINT (-87.63993159885 41.781778742857)
6216 S STEWART AVE,02/22/2022 10:54:53 AM,02/22/2022 10:55:50 AM,3,41.777298958,-87.634484194,POINT (-87.63448419445 41.777298958383)
6100 S STEWART AVE,02/22/2022 10:56:55 AM,02/22/2022 10:57:41 AM,8,41.783418771,-87.635433304,POINT (-87.635433304358 41.783418770512)
429 E 60TH ST,02/22/2022 11:01:19 AM,02/22/2022 11:02:23 AM,14,41.785648569,-87.614595763,POINT (-87.614595762904 41.785648569188)
5998 S EGGLESTON AVE,02/22/2022 11:04:12 AM,02/22/2022 11:04:58 AM,1,41.785487618,-87.636525433,POINT (-87.636525432515 41.78548761803)
312 W 60TH ST,02/22/2022 11:07:05 AM,02/22/2022 11:07:58 AM,4,41.785612924,-87.63335273,POINT (-87.63335272983 41.785612924402)
452 W 47TH ST,02/21/2022 04:10:59 PM,02/22/2022 11:19:38 AM,3,41.809272837,-87.637899904,POINT (-87.637899904078 41.809272836788)
5143 S HOMAN AVE,02/17/2022 10:10:53 AM,02/22/2022 12:29:17 PM,6,41.79946985,-87.708373603,POINT (-87.70837360331 41.799469850061)
5207 S SAWYER AVE,02/14/2022 09:56:01 PM,02/22/2022 12:30:13 PM,10,41.798727115,-87.704645876,POINT (-87.704645875758 41.798727114883)
5209 S SAWYER AVE,02/16/2022 10:28:01 AM,02/22/2022 12:30:57 PM,10,41.798657707,-87.704442278,POINT (-87.704442277645 41.798657707291)
5313 S HOMAN AVE,02/17/2022 10:12:38 AM,02/22/2022 12:31:46 PM,2,41.796647919,-87.708287864,POINT (-87.70828786371 41.796647918873)
5348 S SAWYER AVE,02/17/2022 09:47:57 AM,02/22/2022 12:32:40 PM,7,41.795701401,-87.705131976,POINT (-87.705131975883 41.795701400959)
5307 S SAWYER AVE,02/17/2022 09:49:50 AM,02/22/2022 12:33:32 PM,16,41.796868572,-87.704611862,POINT (-87.704611862337 41.796868572297)
5437 S HOMAN AVE,02/17/2022 10:14:18 AM,02/22/2022 12:34:25 PM,6,41.794138215,-87.708200261,POINT (-87.708200260918 41.794138214524)
5444 S SAWYER AVE,02/17/2022 09:45:51 AM,02/22/2022 12:35:22 PM,8,41.794013536,-87.705042342,POINT (-87.705042342332 41.794013536179)
5614 S SAWYER AVE,02/14/2022 04:11:50 PM,02/22/2022 12:36:19 PM,52,41.791145266,-87.704946301,POINT (-87.704946301125 41.791145265574)
724 W 47TH ST,02/22/2022 01:06:06 PM,02/22/2022 01:07:43 PM,2,41.808975787,-87.644215744,POINT (-87.644215744072 41.808975786524)
308 W 47TH ST,02/22/2022 01:08:55 PM,02/22/2022 01:09:58 PM,2,41.809322778,-87.633776154,POINT (-87.633776154057 41.809322777797)
25 W 47TH ST,02/22/2022 01:10:51 PM,02/22/2022 01:11:36 PM,2,41.808863944,-87.626703334,POINT (-87.626703333588 41.808863943784)
4752 S COTTAGE GROVE AVE,02/22/2022 01:12:36 PM,02/22/2022 01:13:20 PM,3,41.807944036,-87.606936937,POINT (-87.606936937123 41.807944036196)
4952 S COTTAGE GROVE AVE,02/22/2022 01:13:52 PM,02/22/2022 01:14:38 PM,12,41.804419174,-87.606571159,POINT (-87.606571159157 41.804419174482)
5050 S COTTAGE GROVE AVE,02/22/2022 01:15:13 PM,02/22/2022 01:15:56 PM,13,41.802573842,-87.606532802,POINT (-87.606532802036 41.802573842356)
5155 S COTTAGE GROVE AVE,02/22/2022 01:16:53 PM,02/22/2022 01:17:40 PM,3,41.800642499,-87.606013288,POINT (-87.606013288195 41.800642498716)
812 E 52ND ST,02/22/2022 01:18:27 PM,02/22/2022 01:19:11 PM,2,41.800706881,-87.605726491,POINT (-87.605726491013 41.800706880524)
5325 S COTTAGE GROVE AVE,02/22/2022 01:19:51 PM,02/22/2022 01:20:36 PM,2,41.797684327,-87.605917402,POINT (-87.60591740169 41.797684327288)
600 W 31ST ST,02/17/2022 02:36:02 PM,02/22/2022 01:25:00 PM,5,41.83825867,-87.641636325,POINT (-87.641636325363 41.838258670149)
720 W 31ST ST,02/20/2022 03:50:57 PM,02/22/2022 01:25:50 PM,3,41.838153401,-87.644727519,POINT (-87.644727519207 41.838153400888)
3517 S LITUANICA AVE,02/17/2022 08:59:25 AM,02/22/2022 01:30:59 PM,5,41.830093275,-87.647539383,POINT (-87.647539382747 41.830093274954)
3252 S WALLACE ST,02/20/2022 03:37:04 PM,02/22/2022 01:33:14 PM,8,41.834724035,-87.641678693,POINT (-87.641678692959 41.834724035069)
3300 S UNION AVE,02/20/2022 01:10:58 PM,02/22/2022 01:34:04 PM,14,41.834317696,-87.643992838,POINT (-87.643992837802 41.834317695845)
810 W PERSHING RD,02/18/2022 10:29:20 AM,02/22/2022 01:34:57 PM,5,41.823540833,-87.646498229,POINT (-87.64649822938 41.823540832711)
925 W 36TH ST,02/17/2022 08:38:29 AM,02/22/2022 01:37:39 PM,4,41.828565779,-87.648707214,POINT (-87.648707213942 41.82856577915)
979 W 36TH ST,02/17/2022 08:36:01 AM,02/22/2022 01:38:25 PM,9,41.828539296,-87.650683909,POINT (-87.65068390902 41.828539295547)
4159 S ASHLAND AVE,02/17/2022 03:04:31 PM,02/22/2022 01:39:15 PM,2,41.817889276,-87.665086998,POINT (-87.665086997985 41.817889276078)
4200 S HALSTED ST,02/21/2022 07:57:13 PM,02/22/2022 01:40:21 PM,3,41.816819246,-87.64685385,POINT (-87.646853850153 41.816819245605)
735 W PERSHING RD,02/16/2022 02:30:30 PM,02/22/2022 01:41:24 PM,7,41.82339784,-87.644926336,POINT (-87.644926336201 41.823397840212)
602 W 48TH PL,02/16/2022 12:51:01 PM,02/22/2022 01:42:21 PM,4,41.80641249,-87.640860793,POINT (-87.640860792708 41.806412490176)
600 W 49TH ST,02/16/2022 12:53:55 PM,02/22/2022 01:43:40 PM,6,41.805599005,-87.640746816,POINT (-87.640746815686 41.805599005405)
205 W PERSHING RD,02/16/2022 02:29:28 PM,02/22/2022 01:45:04 PM,4,41.823566554,-87.631623518,POINT (-87.631623518267 41.823566554049)
305 W PERSHING RD,02/16/2022 02:30:03 PM,02/22/2022 01:46:05 PM,6,41.823545196,-87.633461801,POINT (-87.633461800592 41.823545195812)
1501 W PERSHING RD,02/22/2022 01:47:42 PM,02/22/2022 01:49:02 PM,3,41.823104614,-87.663339254,POINT (-87.66333925437 41.823104614032)
2200 W PERSHING RD,02/18/2022 10:29:59 AM,02/22/2022 02:00:45 PM,7,41.823137102,-87.68021929,POINT (-87.680219290444 41.823137101628)
2500 N KEDZIE BLVD,02/21/2022 08:57:36 AM,02/22/2022 02:22:40 PM,19,41.926655089,-87.708147285,POINT (-87.708147284885 41.926655088556)
2455 N SAWYER AVE,02/17/2022 12:54:08 PM,02/22/2022 02:23:46 PM,7,41.926397789,-87.7090494,POINT (-87.709049399958 41.926397789106)
2300 W DIVERSEY AVE,02/21/2022 09:15:37 AM,02/22/2022 02:25:54 PM,28,41.932285907,-87.685713186,POINT (-87.68571318559 41.932285907231)
2160 N ASHLAND AVE,02/17/2022 02:05:09 PM,02/22/2022 02:26:47 PM,3,41.921562639,-87.668630987,POINT (-87.668630986867 41.921562639247)
1887 N MILWAUKEE AVE,02/22/2022 07:18:10 AM,02/22/2022 02:27:43 PM,12,41.915901976,-87.685646053,POINT (-87.685646052758 41.915901976389)
1729 N MILWAUKEE AVE,02/16/2022 11:58:23 AM,02/22/2022 02:28:41 PM,19,41.91294315,-87.681256172,POINT (-87.681256171879 41.912943150441)
