"","id","CRIMETYPE"
"30191",40553,"BURG"
"30192",182371,"BTFV"
"30193",99744,"BTFV"
"30194",169824,"BTFV"
"30195",98052,"BTFV"
"30196",145887,"BTFV"
"30197",128476,"BTFV"
"30198",109950,"BTFV"
"30199",167848,"BTFV"
"30200",92897,"BTFV"
"30201",45619,"BURG"
"30202",237011,"BTFV"
"30203",163022,"BTFV"
"30204",150618,"BTFV"
"30205",41601,"BURG"
"30206",222541,"BTFV"
"30207",22316,"BTFV"
"30208",238433,"BTFV"
"30209",72522,"BTFV"
"30210",20213,"BTFV"
"30211",1066,"BTFV"
"30212",226437,"BTFV"
"30213",173740,"BTFV"
"30214",98140,"BTFV"
"30215",46839,"BURG"
"30216",73736,"BTFV"
"30217",108421,"BTFV"
"30218",15953,"BTFV"
"30219",28205,"BTFV"
"30220",106131,"BTFV"
"30221",16850,"BTFV"
"30222",75800,"BTFV"
"30223",127014,"BTFV"
"30224",51247,"BTFV"
"30225",161548,"BTFV"
"30226",222922,"BTFV"
"30227",126915,"BTFV"
"30228",164169,"BTFV"
"30229",96650,"BTFV"
"30230",71428,"BTFV"
"30231",64927,"BTFV"
"30232",7052,"BTFV"
"30233",199365,"BTFV"
"30234",6447,"BTFV"
"30235",194448,"BTFV"
"30236",234907,"BTFV"
"30237",177840,"BTFV"
"30238",147000,"BTFV"
"30239",219242,"BTFV"
"30240",179551,"BTFV"
"30241",31408,"BTFV"
"30242",4349,"BTFV"
"30243",234494,"BTFV"
"30244",218630,"BTFV"
"30245",74200,"BTFV"
"30246",76494,"BTFV"
"30247",116469,"BTFV"
"30248",209184,"BTFV"
"30249",164666,"BTFV"
"30250",205201,"BTFV"
"30251",200738,"BTFV"
"30252",74266,"BTFV"
"30253",107176,"BTFV"
"30254",37453,"BURG"
"30255",229657,"BTFV"
"30256",231325,"BTFV"
"30257",167073,"BTFV"
"30258",159814,"BTFV"
"30259",217398,"BTFV"
"30260",160561,"BTFV"
"30261",26279,"BTFV"
"30262",160538,"BTFV"
"30263",118205,"BTFV"
"30264",14149,"BTFV"
"30265",83320,"BURG"
"30266",43287,"BURG"
"30267",175771,"BTFV"
"30268",56310,"BTFV"
"30269",74867,"BTFV"
"30270",12073,"BTFV"
"30271",149967,"BTFV"
"30272",72221,"BTFV"
"30273",29988,"BURG"
"30274",26299,"BTFV"
"30275",52750,"BTFV"
"30276",154840,"BTFV"
"30277",115350,"BTFV"
"30278",228984,"BTFV"
"30279",130007,"BURG"
"30280",67265,"BTFV"
"30281",228664,"BTFV"
"30282",6495,"BTFV"
"30283",232542,"BTFV"
"30284",138879,"BTFV"
"30285",164346,"BTFV"
"30286",216637,"BTFV"
"30287",146391,"BTFV"
"30288",13461,"BTFV"
"30289",201424,"BTFV"
"30290",109250,"BTFV"
"30291",148912,"BTFV"
"30292",214670,"BTFV"
"30293",223305,"BTFV"
"30294",18364,"BTFV"
"30295",67050,"BTFV"
"30296",66003,"BTFV"
"30297",180773,"BTFV"
"30298",172297,"BTFV"
"30299",34115,"BURG"
"30300",68818,"BTFV"
"30301",14997,"BTFV"
"30302",76865,"BTFV"
"30303",34543,"BURG"
"30304",206991,"BTFV"
"30305",25438,"BTFV"
"30306",85964,"BURG"
"30307",96121,"BTFV"
"30308",150310,"BTFV"
"30309",78475,"BTFV"
"30310",95092,"BTFV"
"30311",45359,"BURG"
"30312",75229,"BTFV"
"30313",149597,"BTFV"
"30314",231428,"BTFV"
"30315",167780,"BTFV"
"30316",162477,"BTFV"
"30317",153131,"BTFV"
"30318",79388,"BTFV"
"30319",228315,"BTFV"
"30320",213331,"BTFV"
"30321",132001,"BTFV"
"30322",177347,"BURG"
"30323",132842,"BURG"
"30324",93015,"BTFV"
"30325",17708,"BTFV"
"30326",14947,"BTFV"
"30327",181291,"BTFV"
"30328",148894,"BTFV"
"30329",24240,"BTFV"
"30330",215696,"BTFV"
"30331",124395,"BTFV"
"30332",137355,"BTFV"
"30333",117864,"BTFV"
"30334",235859,"BTFV"
"30335",8814,"BTFV"
"30336",93872,"BTFV"
"30337",27594,"BTFV"
"30338",206336,"BTFV"
"30339",13548,"BTFV"
"30340",129114,"BTFV"
"30341",35328,"BURG"
"30342",105388,"BTFV"
"30343",109473,"BTFV"
"30344",155429,"BTFV"
"30345",72547,"BTFV"
"30346",110014,"BTFV"
"30347",62244,"BTFV"
"30348",186288,"BTFV"
"30349",162709,"BTFV"
"30350",96129,"BTFV"
"30351",191442,"BTFV"
"30352",215631,"BTFV"
"30353",221352,"BTFV"
"30354",126713,"BTFV"
"30355",213764,"BTFV"
"30356",128400,"BTFV"
"30357",128410,"BTFV"
"30358",110946,"BTFV"
"30359",38397,"BURG"
"30360",138596,"BTFV"
"30361",49746,"BTFV"
"30362",106617,"BTFV"
"30363",137121,"BTFV"
"30364",212358,"BTFV"
"30365",238459,"BTFV"
"30366",159421,"BTFV"
"30367",96459,"BTFV"
"30368",211303,"BTFV"
"30369",10901,"BTFV"
"30370",9709,"BTFV"
"30371",23774,"BTFV"
"30372",77671,"BTFV"
"30373",27912,"BTFV"
"30374",147384,"BTFV"
"30375",203648,"BTFV"
"30376",69314,"BTFV"
"30377",36944,"BURG"
"30378",143567,"BTFV"
"30379",82353,"BTFV"
"30380",214711,"BTFV"
"30381",77244,"BTFV"
"30382",85838,"BURG"
"30383",46792,"BURG"
"30384",168159,"BTFV"
"30385",222297,"BTFV"
"30386",199141,"BTFV"
"30387",60653,"BTFV"
"30388",177858,"BTFV"
"30389",23869,"BTFV"
"30390",202593,"BTFV"
"30391",80692,"BURG"
"30392",120711,"BTFV"
"30393",123861,"BTFV"
"30394",105838,"BTFV"
"30395",185739,"BTFV"
"30396",116760,"BTFV"
"30397",11907,"BTFV"
"30398",234072,"BTFV"
"30399",150641,"BTFV"
"30400",208116,"BTFV"
"30401",128280,"BTFV"
"30402",183174,"BTFV"
"30403",216252,"BTFV"
"30404",132536,"BURG"
"30405",81493,"BTFV"
"30406",42975,"BURG"
"30407",155852,"BTFV"
"30408",83191,"BURG"
"30409",113998,"BTFV"
"30410",183578,"BTFV"
"30411",100361,"BTFV"
"30412",130318,"BURG"
"30413",195172,"BTFV"
"30414",22769,"BTFV"
"30415",233500,"BTFV"
"30416",8974,"BTFV"
"30417",172186,"BTFV"
"30418",19076,"BTFV"
"30419",180821,"BTFV"
"30420",11380,"BTFV"
"30421",111701,"BTFV"
"30422",95315,"BTFV"
"30423",21880,"BTFV"
"30424",70788,"BTFV"
"30425",36780,"BURG"
"30426",142363,"BTFV"
"30427",103081,"BTFV"
"30428",139440,"BTFV"
"30429",84829,"BTFV"
"30430",12248,"BTFV"
"30431",48657,"BTFV"
"30432",56528,"BTFV"
"30433",193541,"BTFV"
"30434",93038,"BTFV"
"30435",142697,"BTFV"
"30436",219973,"BTFV"
"30437",86764,"BURG"
"30438",74773,"BTFV"
"30439",121493,"BTFV"
"30440",8441,"BTFV"
"30441",34867,"BURG"
"30442",35597,"BURG"
"30443",32549,"BURG"
"30444",140309,"BTFV"
"30445",21590,"BTFV"
"30446",134727,"BURG"
"30447",109795,"BTFV"
"30448",206592,"BTFV"
"30449",5902,"BTFV"
"30450",46473,"BURG"
"30451",103479,"BTFV"
"30452",162737,"BTFV"
"30453",77042,"BTFV"
"30454",146026,"BTFV"
"30455",30653,"BURG"
"30456",195543,"BTFV"
"30457",99217,"BTFV"
"30458",3575,"BTFV"
"30459",69798,"BTFV"
"30460",6109,"BTFV"
"30461",153743,"BTFV"
"30462",10684,"BTFV"
"30463",69,"BTFV"
"30464",158919,"BTFV"
"30465",162799,"BTFV"
"30466",36275,"BURG"
"30467",195690,"BTFV"
"30468",46114,"BURG"
"30469",55561,"BTFV"
"30470",3398,"BTFV"
"30471",66627,"BTFV"
"30472",48408,"BTFV"
"30473",104969,"BTFV"
"30474",131844,"BTFV"
"30475",68843,"BTFV"
"30476",159403,"BTFV"
"30477",3469,"BTFV"
"30478",238993,"BTFV"
"30479",202417,"BTFV"
"30480",80423,"BURG"
"30481",166884,"BTFV"
"30482",176061,"BTFV"
"30483",96052,"BTFV"
"30484",103206,"BTFV"
"30485",58863,"BTFV"
"30486",68294,"BTFV"
"30487",53511,"BTFV"
"30488",190090,"BTFV"
"30489",5987,"BTFV"
"30490",20790,"BTFV"
"30491",19980,"BTFV"
"30492",15979,"BTFV"
"30493",122093,"BTFV"
"30494",69595,"BTFV"
"30495",34292,"BURG"
"30496",41726,"BURG"
"30497",155469,"BTFV"
"30498",110672,"BTFV"
"30499",47024,"BURG"
"30500",227964,"BTFV"
"30501",60538,"BTFV"
"30502",122790,"BTFV"
"30503",37259,"BURG"
"30504",193656,"BTFV"
"30505",227453,"BTFV"
"30506",151518,"BTFV"
"30507",3340,"BTFV"
"30508",19938,"BTFV"
"30509",206020,"BTFV"
"30510",123229,"BTFV"
"30511",36434,"BURG"
"30512",222356,"BTFV"
"30513",117085,"BTFV"
"30514",186079,"BTFV"
"30515",49968,"BTFV"
"30516",109630,"BTFV"
"30517",235127,"BTFV"
"30518",4518,"BTFV"
"30519",48146,"BTFV"
"30520",177798,"BTFV"
"30521",147667,"BTFV"
"30522",98447,"BTFV"
"30523",163676,"BTFV"
"30524",183377,"BTFV"
"30525",4786,"BTFV"
"30526",106938,"BTFV"
"30527",111174,"BTFV"
"30528",55520,"BTFV"
"30529",102308,"BTFV"
"30530",188717,"BTFV"
"30531",85681,"BURG"
"30532",10128,"BTFV"
"30533",47036,"BURG"
"30534",216530,"BTFV"
"30535",116633,"BTFV"
"30536",104727,"BTFV"
"30537",233567,"BTFV"
"30538",163137,"BTFV"
"30539",201456,"BTFV"
"30540",32951,"BURG"
"30541",158816,"BTFV"
"30542",75379,"BTFV"
"30543",54422,"BTFV"
"30544",141783,"BTFV"
"30545",114502,"BTFV"
"30546",163197,"BTFV"
"30547",94334,"BTFV"
"30548",225083,"BTFV"
"30549",57267,"BTFV"
"30550",146847,"BTFV"
"30551",6360,"BTFV"
"30552",48351,"BTFV"
"30553",179413,"BTFV"
"30554",162461,"BTFV"
"30555",146601,"BTFV"
"30556",120557,"BTFV"
"30557",72892,"BTFV"
"30558",39897,"BURG"
"30559",233698,"BTFV"
"30560",15389,"BTFV"
"30561",2600,"BTFV"
"30562",43764,"BURG"
"30563",202508,"BTFV"
"30564",80828,"BTFV"
"30565",184867,"BTFV"
"30566",174341,"BTFV"
"30567",16424,"BTFV"
"30568",79153,"BTFV"
"30569",115863,"BTFV"
"30570",10971,"BTFV"
"30571",118589,"BTFV"
"30572",48661,"BTFV"
"30573",34013,"BURG"
"30574",194305,"BTFV"
"30575",38885,"BURG"
"30576",40174,"BURG"
"30577",2121,"BTFV"
"30578",95117,"BTFV"
"30579",135548,"BTFV"
"30580",232201,"BTFV"
"30581",29577,"BTFV"
"30582",154679,"BTFV"
"30583",72782,"BTFV"
"30584",123490,"BTFV"
"30585",209000,"BTFV"
"30586",155023,"BTFV"
"30587",230616,"BTFV"
"30588",230980,"BTFV"
"30589",88864,"BURG"
"30590",121491,"BTFV"
"30591",95964,"BTFV"
"30592",67225,"BTFV"
"30593",113580,"BTFV"
"30594",403,"BTFV"
"30595",222012,"BTFV"
"30596",163850,"BTFV"
"30597",10235,"BTFV"
"30598",149582,"BTFV"
"30599",235129,"BTFV"
"30600",197667,"BTFV"
"30601",172687,"BTFV"
"30602",115487,"BTFV"
"30603",58285,"BTFV"
"30604",182448,"BTFV"
"30605",8317,"BTFV"
"30606",146666,"BTFV"
"30607",149058,"BTFV"
"30608",79278,"BTFV"
"30609",124251,"BTFV"
"30610",120828,"BTFV"
"30611",123032,"BTFV"
"30612",232410,"BTFV"
"30613",6363,"BTFV"
"30614",210098,"BTFV"
"30615",167679,"BTFV"
"30616",93900,"BTFV"
"30617",219848,"BTFV"
"30618",24543,"BTFV"
"30619",164703,"BTFV"
"30620",117750,"BTFV"
"30621",32535,"BURG"
"30622",38490,"BURG"
"30623",236953,"BTFV"
"30624",228066,"BTFV"
"30625",12735,"BTFV"
"30626",70452,"BTFV"
"30627",10960,"BTFV"
"30628",103793,"BTFV"
"30629",71531,"BTFV"
"30630",32489,"BURG"
"30631",156943,"BTFV"
"30632",54636,"BTFV"
"30633",34844,"BURG"
"30634",123282,"BTFV"
"30635",232634,"BTFV"
"30636",201534,"BTFV"
"30637",181755,"BTFV"
"30638",115398,"BTFV"
"30639",133699,"BURG"
"30640",156087,"BTFV"
"30641",142081,"BTFV"
"30642",156677,"BTFV"
"30643",92222,"BURG"
"30644",20092,"BTFV"
"30645",48405,"BTFV"
"30646",106096,"BTFV"
"30647",6136,"BTFV"
"30648",102689,"BTFV"
"30649",36027,"BURG"
"30650",135246,"BTFV"
"30651",184851,"BTFV"
"30652",31717,"BTFV"
"30653",21511,"BTFV"
"30654",155543,"BTFV"
"30655",112784,"BTFV"
"30656",159593,"BTFV"
"30657",222829,"BTFV"
"30658",94822,"BTFV"
"30659",205908,"BTFV"
"30660",118922,"BTFV"
"30661",30345,"BURG"
"30662",181862,"BTFV"
"30663",176475,"BTFV"
"30664",16616,"BTFV"
"30665",89115,"BURG"
"30666",97729,"BTFV"
"30667",8288,"BTFV"
"30668",75304,"BTFV"
"30669",97043,"BTFV"
"30670",235116,"BTFV"
"30671",47672,"BTFV"
"30672",39516,"BURG"
"30673",26835,"BTFV"
"30674",9591,"BTFV"
"30675",152600,"BTFV"
"30676",101484,"BTFV"
"30677",83306,"BURG"
"30678",209523,"BTFV"
"30679",205457,"BTFV"
"30680",88022,"BURG"
"30681",224639,"BTFV"
"30682",211763,"BTFV"
"30683",127369,"BTFV"
"30684",158345,"BTFV"
"30685",70341,"BTFV"
"30686",84269,"BURG"
"30687",29284,"BTFV"
"30688",133721,"BURG"
"30689",151017,"BTFV"
"30690",48034,"BTFV"
"30691",214904,"BTFV"
"30692",43082,"BURG"
"30693",224117,"BTFV"
"30694",215418,"BTFV"
"30695",119115,"BTFV"
"30696",237770,"BTFV"
"30697",7237,"BTFV"
"30698",134630,"BURG"
"30699",88459,"BURG"
"30700",46730,"BURG"
"30701",69287,"BTFV"
"30702",89282,"BURG"
"30703",1215,"BTFV"
"30704",199516,"BTFV"
"30705",130200,"BURG"
"30706",84648,"BTFV"
"30707",186641,"BTFV"
"30708",120251,"BTFV"
"30709",66209,"BTFV"
"30710",26779,"BTFV"
"30711",37147,"BURG"
"30712",222671,"BTFV"
"30713",225843,"BTFV"
"30714",42319,"BURG"
"30715",194524,"BTFV"
"30716",207365,"BTFV"
"30717",57655,"BTFV"
"30718",123527,"BTFV"
"30719",46310,"BURG"
"30720",193681,"BTFV"
"30721",165878,"BTFV"
"30722",82255,"BTFV"
"30723",207781,"BTFV"
"30724",38042,"BURG"
"30725",177973,"BTFV"
"30726",36660,"BURG"
"30727",119806,"BTFV"
"30728",155385,"BTFV"
"30729",115095,"BTFV"
"30730",57703,"BTFV"
"30731",8709,"BTFV"
"30732",158191,"BTFV"
"30733",143011,"BTFV"
"30734",148184,"BTFV"
"30735",107631,"BTFV"
"30736",169448,"BTFV"
"30737",36460,"BURG"
"30738",236562,"BTFV"
"30739",49913,"BTFV"
"30740",229732,"BTFV"
"30741",39050,"BURG"
"30742",103495,"BTFV"
"30743",235957,"BTFV"
"30744",231849,"BTFV"
"30745",233498,"BTFV"
"30746",99839,"BTFV"
"30747",209245,"BTFV"
"30748",36542,"BURG"
"30749",173035,"BTFV"
"30750",233474,"BTFV"
"30751",102443,"BTFV"
"30752",7563,"BTFV"
"30753",30973,"BURG"
"30754",195304,"BTFV"
"30755",232260,"BTFV"
"30756",238334,"BTFV"
"30757",228188,"BTFV"
"30758",224825,"BTFV"
"30759",21870,"BTFV"
"30760",208588,"BTFV"
"30761",34354,"BURG"
"30762",208500,"BTFV"
"30763",218016,"BTFV"
"30764",79227,"BTFV"
"30765",158092,"BTFV"
"30766",181247,"BTFV"
"30767",197419,"BTFV"
"30768",44241,"BURG"
"30769",117685,"BTFV"
"30770",136237,"BTFV"
"30771",135803,"BTFV"
"30772",13719,"BTFV"
"30773",17105,"BTFV"
"30774",49962,"BTFV"
"30775",152934,"BTFV"
"30776",146797,"BTFV"
"30777",225873,"BTFV"
"30778",156927,"BTFV"
"30779",239055,"BTFV"
"30780",52321,"BTFV"
"30781",191420,"BTFV"
"30782",141568,"BTFV"
"30783",128293,"BTFV"
"30784",225577,"BTFV"
"30785",194743,"BTFV"
"30786",220069,"BTFV"
"30787",166496,"BTFV"
"30788",13364,"BTFV"
"30789",16086,"BTFV"
"30790",2471,"BTFV"
"30791",107112,"BTFV"
"30792",183718,"BTFV"
"30793",75890,"BTFV"
"30794",44775,"BURG"
"30795",128406,"BTFV"
"30796",190787,"BTFV"
"30797",76262,"BTFV"
"30798",142462,"BTFV"
"30799",222740,"BTFV"
"30800",77591,"BTFV"
"30801",40937,"BURG"
"30802",198011,"BTFV"
"30803",185801,"BTFV"
"30804",139671,"BTFV"
"30805",168335,"BTFV"
"30806",180645,"BTFV"
"30807",35386,"BURG"
"30808",229383,"BTFV"
"30809",57107,"BTFV"
"30810",91935,"BURG"
"30811",177480,"BURG"
"30812",113718,"BTFV"
"30813",188801,"BTFV"
"30814",46864,"BURG"
"30815",79008,"BTFV"
"30816",89818,"BURG"
"30817",20664,"BTFV"
"30818",5631,"BTFV"
"30819",90684,"BURG"
"30820",148070,"BTFV"
"30821",221192,"BTFV"
"30822",50853,"BTFV"
"30823",100445,"BTFV"
"30824",169461,"BTFV"
"30825",67344,"BTFV"
"30826",21917,"BTFV"
"30827",197131,"BTFV"
"30828",149557,"BTFV"
"30829",130070,"BURG"
"30830",114906,"BTFV"
"30831",220456,"BTFV"
"30832",40166,"BURG"
"30833",217368,"BTFV"
"30834",189817,"BTFV"
"30835",153277,"BTFV"
"30836",62737,"BTFV"
"30837",24542,"BTFV"
"30838",120221,"BTFV"
"30839",150454,"BTFV"
"30840",211678,"BTFV"
"30841",162116,"BTFV"
"30842",157314,"BTFV"
"30843",227221,"BTFV"
"30844",24279,"BTFV"
"30845",175928,"BTFV"
"30846",163249,"BTFV"
"30847",218667,"BTFV"
"30848",18528,"BTFV"
"30849",27492,"BTFV"
"30850",123841,"BTFV"
"30851",166140,"BTFV"
"30852",57741,"BTFV"
"30853",193236,"BTFV"
"30854",124410,"BTFV"
"30855",41262,"BURG"
"30856",203766,"BTFV"
"30857",43663,"BURG"
"30858",57966,"BTFV"
"30859",141417,"BTFV"
"30860",46865,"BURG"
"30861",4637,"BTFV"
"30862",10759,"BTFV"
"30863",150517,"BTFV"
"30864",162950,"BTFV"
"30865",166189,"BTFV"
"30866",92092,"BURG"
"30867",220371,"BTFV"
"30868",113050,"BTFV"
"30869",167859,"BTFV"
"30870",88918,"BURG"
"30871",31164,"BTFV"
"30872",121407,"BTFV"
"30873",181022,"BTFV"
"30874",80315,"BURG"
"30875",239480,"BTFV"
"30876",228922,"BTFV"
"30877",73991,"BTFV"
"30878",186953,"BTFV"
"30879",206528,"BTFV"
"30880",16573,"BTFV"
"30881",155858,"BTFV"
"30882",107749,"BTFV"
"30883",77690,"BTFV"
"30884",113981,"BTFV"
"30885",191536,"BTFV"
"30886",224123,"BTFV"
"30887",30694,"BURG"
"30888",107254,"BTFV"
"30889",84465,"BURG"
"30890",67441,"BTFV"
"30891",235464,"BTFV"
"30892",159271,"BTFV"
"30893",8003,"BTFV"
"30894",24758,"BTFV"
"30895",49012,"BTFV"
"30896",47620,"BTFV"
"30897",84801,"BTFV"
"30898",65657,"BTFV"
"30899",32521,"BURG"
"30900",207503,"BTFV"
"30901",186244,"BTFV"
"30902",29936,"BURG"
"30903",52395,"BTFV"
"30904",162740,"BTFV"
"30905",181450,"BTFV"
"30906",77259,"BTFV"
"30907",108398,"BTFV"
"30908",24470,"BTFV"
"30909",171132,"BTFV"
"30910",230780,"BTFV"
"30911",9410,"BTFV"
"30912",183045,"BTFV"
"30913",86680,"BURG"
"30914",146816,"BTFV"
"30915",9023,"BTFV"
"30916",58681,"BTFV"
"30917",171285,"BTFV"
"30918",65121,"BTFV"
"30919",228417,"BTFV"
"30920",206576,"BTFV"
"30921",204605,"BTFV"
"30922",195233,"BTFV"
"30923",51830,"BTFV"
"30924",52462,"BTFV"
"30925",114232,"BTFV"
"30926",202935,"BTFV"
"30927",137892,"BTFV"
"30928",161357,"BTFV"
"30929",162104,"BTFV"
"30930",42758,"BURG"
"30931",116333,"BTFV"
"30932",118856,"BTFV"
"30933",217995,"BTFV"
"30934",6183,"BTFV"
"30935",174557,"BTFV"
"30936",236451,"BTFV"
"30937",237913,"BTFV"
"30938",16407,"BTFV"
"30939",203360,"BTFV"
"30940",62217,"BTFV"
"30941",86692,"BURG"
"30942",169867,"BTFV"
"30943",110140,"BTFV"
"30944",101105,"BTFV"
"30945",57831,"BTFV"
"30946",96142,"BTFV"
"30947",78554,"BTFV"
"30948",25864,"BTFV"
"30949",155717,"BTFV"
"30950",147957,"BTFV"
"30951",141249,"BTFV"
"30952",48648,"BTFV"
"30953",163021,"BTFV"
"30954",204684,"BTFV"
"30955",211036,"BTFV"
"30956",221526,"BTFV"
"30957",11630,"BTFV"
"30958",194157,"BTFV"
"30959",8809,"BTFV"
"30960",226115,"BTFV"
"30961",902,"BTFV"
"30962",176838,"BTFV"
"30963",228792,"BTFV"
"30964",88584,"BURG"
"30965",179449,"BTFV"
"30966",228069,"BTFV"
"30967",156251,"BTFV"
"30968",236384,"BTFV"
"30969",81644,"BTFV"
"30970",18949,"BTFV"
"30971",196234,"BTFV"
"30972",172630,"BTFV"
"30973",16919,"BTFV"
"30974",81554,"BTFV"
"30975",146016,"BTFV"
"30976",34920,"BURG"
"30977",226294,"BTFV"
"30978",105611,"BTFV"
"30979",143804,"BTFV"
"30980",126500,"BTFV"
"30981",59110,"BTFV"
"30982",76037,"BTFV"
"30983",21526,"BTFV"
"30984",23432,"BTFV"
"30985",113692,"BTFV"
"30986",52793,"BTFV"
"30987",95640,"BTFV"
"30988",3383,"BTFV"
"30989",57074,"BTFV"
"30990",126896,"BTFV"
"30991",35333,"BURG"
"30992",149913,"BTFV"
"30993",59913,"BTFV"
"30994",206512,"BTFV"
"30995",48930,"BTFV"
"30996",20658,"BTFV"
"30997",68409,"BTFV"
"30998",189651,"BTFV"
"30999",160208,"BTFV"
"31000",18810,"BTFV"
"31001",33988,"BURG"
"31002",19667,"BTFV"
"31003",21427,"BTFV"
"31004",72138,"BTFV"
"31005",114132,"BTFV"
"31006",40090,"BURG"
"31007",16805,"BTFV"
"31008",75476,"BTFV"
"31009",12132,"BTFV"
"31010",188467,"BTFV"
"31011",82779,"BURG"
"31012",190216,"BTFV"
"31013",53422,"BTFV"
"31014",97770,"BTFV"
"31015",220162,"BTFV"
"31016",224869,"BTFV"
"31017",155928,"BTFV"
"31018",58083,"BTFV"
"31019",82228,"BTFV"
"31020",162479,"BTFV"
"31021",167764,"BTFV"
"31022",174525,"BTFV"
"31023",35484,"BURG"
"31024",21453,"BTFV"
"31025",173079,"BTFV"
"31026",172928,"BTFV"
"31027",87576,"BURG"
"31028",115051,"BTFV"
"31029",179179,"BTFV"
"31030",29044,"BTFV"
"31031",62952,"BTFV"
"31032",39617,"BURG"
"31033",83024,"BURG"
"31034",142049,"BTFV"
"31035",225675,"BTFV"
"31036",76045,"BTFV"
"31037",156173,"BTFV"
"31038",232836,"BTFV"
"31039",130521,"BURG"
"31040",168732,"BTFV"
"31041",120726,"BTFV"
"31042",153753,"BTFV"
"31043",138014,"BTFV"
"31044",177718,"BTFV"
"31045",98627,"BTFV"
"31046",28167,"BTFV"
"31047",173558,"BTFV"
"31048",51081,"BTFV"
"31049",158266,"BTFV"
"31050",132686,"BURG"
"31051",162108,"BTFV"
"31052",226695,"BTFV"
"31053",229626,"BTFV"
"31054",11518,"BTFV"
"31055",32831,"BURG"
"31056",219578,"BTFV"
"31057",164512,"BTFV"
"31058",108328,"BTFV"
"31059",127216,"BTFV"
"31060",211599,"BTFV"
"31061",91009,"BURG"
"31062",86745,"BURG"
"31063",224319,"BTFV"
"31064",141210,"BTFV"
"31065",11112,"BTFV"
"31066",135188,"BTFV"
"31067",118526,"BTFV"
"31068",108957,"BTFV"
"31069",148684,"BTFV"
"31070",120422,"BTFV"
"31071",31582,"BTFV"
"31072",141021,"BTFV"
"31073",44347,"BURG"
"31074",175221,"BTFV"
"31075",116169,"BTFV"
"31076",48107,"BTFV"
"31077",146837,"BTFV"
"31078",113422,"BTFV"
"31079",97058,"BTFV"
"31080",214518,"BTFV"
"31081",160784,"BTFV"
"31082",76354,"BTFV"
"31083",76718,"BTFV"
"31084",186825,"BTFV"
"31085",140005,"BTFV"
"31086",238493,"BTFV"
"31087",235391,"BTFV"
"31088",41378,"BURG"
"31089",138300,"BTFV"
"31090",74654,"BTFV"
"31091",22723,"BTFV"
"31092",93053,"BTFV"
"31093",232174,"BTFV"
"31094",87199,"BURG"
"31095",116370,"BTFV"
"31096",206286,"BTFV"
"31097",51571,"BTFV"
"31098",98535,"BTFV"
"31099",133200,"BURG"
"31100",211673,"BTFV"
"31101",168567,"BTFV"
"31102",155468,"BTFV"
"31103",79042,"BTFV"
"31104",140029,"BTFV"
"31105",185247,"BTFV"
"31106",231327,"BTFV"
"31107",32674,"BURG"
"31108",88261,"BURG"
"31109",17566,"BTFV"
"31110",3944,"BTFV"
"31111",76975,"BTFV"
"31112",133512,"BURG"
"31113",193029,"BTFV"
"31114",171328,"BTFV"
"31115",98311,"BTFV"
"31116",172254,"BTFV"
"31117",154021,"BTFV"
"31118",25894,"BTFV"
"31119",1749,"BTFV"
"31120",65659,"BTFV"
"31121",106914,"BTFV"
"31122",127361,"BTFV"
"31123",233377,"BTFV"
"31124",194360,"BTFV"
"31125",38937,"BURG"
"31126",79571,"BTFV"
"31127",156181,"BTFV"
"31128",19821,"BTFV"
"31129",228806,"BTFV"
"31130",15829,"BTFV"
"31131",61865,"BTFV"
"31132",98172,"BTFV"
"31133",89902,"BURG"
"31134",55488,"BTFV"
"31135",66159,"BTFV"
"31136",92403,"BTFV"
"31137",100079,"BTFV"
"31138",35731,"BURG"
"31139",98680,"BTFV"
"31140",181181,"BTFV"
"31141",21033,"BTFV"
"31142",217792,"BTFV"
"31143",19044,"BTFV"
"31144",6862,"BTFV"
"31145",157353,"BTFV"
"31146",136419,"BTFV"
"31147",6391,"BTFV"
"31148",70547,"BTFV"
"31149",25313,"BTFV"
"31150",233633,"BTFV"
"31151",66797,"BTFV"
"31152",135011,"BTFV"
"31153",31,"BTFV"
"31154",68364,"BTFV"
"31155",116018,"BTFV"
"31156",98560,"BTFV"
"31157",60217,"BTFV"
"31158",198134,"BTFV"
"31159",82647,"BURG"
"31160",118718,"BTFV"
"31161",167550,"BTFV"
"31162",84042,"BURG"
"31163",187502,"BTFV"
"31164",175658,"BTFV"
"31165",230582,"BTFV"
"31166",206646,"BTFV"
"31167",234342,"BTFV"
"31168",77207,"BTFV"
"31169",95721,"BTFV"
"31170",238384,"BTFV"
"31171",52571,"BTFV"
"31172",107635,"BTFV"
"31173",195336,"BTFV"
"31174",162016,"BTFV"
"31175",65353,"BTFV"
"31176",237722,"BTFV"
"31177",5673,"BTFV"
"31178",70094,"BTFV"
"31179",174397,"BTFV"
"31180",2836,"BTFV"
"31181",133118,"BURG"
"31182",205437,"BTFV"
"31183",41143,"BURG"
"31184",149237,"BTFV"
"31185",98331,"BTFV"
"31186",81226,"BTFV"
"31187",231501,"BTFV"
"31188",219471,"BTFV"
"31189",34700,"BURG"
"31190",220973,"BTFV"
"31191",36243,"BURG"
"31192",184238,"BTFV"
"31193",174713,"BTFV"
"31194",211680,"BTFV"
"31195",93767,"BTFV"
"31196",122148,"BTFV"
"31197",37635,"BURG"
"31198",109854,"BTFV"
"31199",86105,"BURG"
