"id","CRIMETYPE"
53694,"BURG"
95066,"BURG"
159560,"BURG"
144,"BURG"
1897,"BURG"
203433,"BURG"
192654,"BURG"
196125,"BURG"
110842,"BURG"
168257,"BURG"
40231,"BURG"
134596,"BURG"
58417,"BURG"
111124,"BURG"
48952,"BURG"
17062,"BURG"
112520,"BURG"
155007,"BURG"
91473,"BURG"
79790,"BURG"
78688,"BURG"
195961,"BURG"
239324,"BURG"
103337,"BURG"
144656,"BURG"
85393,"BURG"
218787,"BURG"
176015,"BURG"
57080,"BURG"
63073,"BURG"
121967,"BURG"
232848,"BURG"
35874,"BURG"
135643,"BURG"
56802,"BURG"
127511,"BURG"
16806,"BURG"
223857,"BURG"
166317,"BURG"
234457,"BURG"
231562,"BURG"
64309,"BURG"
52098,"BURG"
39496,"BURG"
14604,"BURG"
95333,"BURG"
193284,"BURG"
136680,"BURG"
67308,"BURG"
38228,"BURG"
123653,"BURG"
28493,"BURG"
81851,"BURG"
236869,"BURG"
38963,"BURG"
210858,"BURG"
142851,"BURG"
65737,"BURG"
70017,"BURG"
142526,"BURG"
139370,"BURG"
46026,"BURG"
220678,"BURG"
127553,"BURG"
220067,"BURG"
219135,"BURG"
193953,"BURG"
210592,"BURG"
195083,"BURG"
116151,"BURG"
72242,"BURG"
237225,"BURG"
230106,"BURG"
176373,"BURG"
182428,"BURG"
66895,"BURG"
131954,"BURG"
197486,"BURG"
20173,"BURG"
88429,"BURG"
232383,"BURG"
186975,"BURG"
175558,"BURG"
32692,"BURG"
84926,"BURG"
71675,"BURG"
127646,"BURG"
221219,"BURG"
43280,"BURG"
130421,"BURG"
174690,"BURG"
22445,"BURG"
117199,"BURG"
74017,"BURG"
214891,"BURG"
193042,"BURG"
200166,"BURG"
158184,"BURG"
107781,"BURG"
177707,"BURG"
229018,"BURG"
2650,"BURG"
116194,"BURG"
37488,"BURG"
105257,"BURG"
60453,"BURG"
142134,"BURG"
212928,"BURG"
208442,"BURG"
9918,"BURG"
116109,"BURG"
175118,"BURG"
155572,"BURG"
11507,"BURG"
29752,"BURG"
37802,"BURG"
62378,"BURG"
137813,"BURG"
46190,"BURG"
174686,"BURG"
228797,"BURG"
194099,"BURG"
72546,"BURG"
83625,"BURG"
141428,"BURG"
100862,"BURG"
13292,"BURG"
138287,"BURG"
36858,"BURG"
211330,"BURG"
161844,"BURG"
170099,"BURG"
161411,"BURG"
77779,"BURG"
192799,"BURG"
86761,"BURG"
26395,"BURG"
27735,"BURG"
212692,"BURG"
24730,"BURG"
23562,"BURG"
18249,"BURG"
152446,"BURG"
32813,"BURG"
16251,"BURG"
166264,"BURG"
161824,"BURG"
83581,"BURG"
201870,"BURG"
26111,"BURG"
167554,"BURG"
24798,"BURG"
207975,"BURG"
35022,"BURG"
226468,"BURG"
237998,"BURG"
16354,"BURG"
190322,"BURG"
217507,"BURG"
226762,"BURG"
22430,"BURG"
32187,"BURG"
92067,"BURG"
64175,"BURG"
204850,"BURG"
21630,"BURG"
46924,"BURG"
135907,"BURG"
29539,"BURG"
170227,"BURG"
138375,"BURG"
139299,"BURG"
167528,"BURG"
174379,"BURG"
5564,"BURG"
2955,"BURG"
16192,"BURG"
105548,"BURG"
80163,"BURG"
70105,"BURG"
209887,"BURG"
73346,"BURG"
144342,"BURG"
132831,"BURG"
31025,"BURG"
10023,"BURG"
96802,"BURG"
83265,"BURG"
152036,"BURG"
3278,"BURG"
13729,"BURG"
110718,"BURG"
172142,"BURG"
179399,"BURG"
12434,"BURG"
22635,"BURG"
187026,"BURG"
64475,"BURG"
204271,"BURG"
54835,"BURG"
233251,"BURG"
120262,"BURG"
182603,"BURG"
237318,"BURG"
159282,"BURG"
228910,"BURG"
104715,"BURG"
109761,"BURG"
135774,"BURG"
103493,"BURG"
63069,"BURG"
165842,"BURG"
216057,"BURG"
44107,"BURG"
55316,"BURG"
158370,"BURG"
166221,"BURG"
100673,"BURG"
78046,"BURG"
181776,"BURG"
136705,"BURG"
97914,"BURG"
195662,"BURG"
163444,"BURG"
32206,"BURG"
222520,"BURG"
76065,"BURG"
211096,"BURG"
17137,"BURG"
32195,"BURG"
96257,"BURG"
155393,"BURG"
221225,"BURG"
78391,"BURG"
13572,"BURG"
199404,"BURG"
207701,"BURG"
190100,"BURG"
4560,"BURG"
227314,"BURG"
104030,"BURG"
110272,"BURG"
61619,"BURG"
138667,"BURG"
125123,"BURG"
152439,"BURG"
86230,"BURG"
218553,"BURG"
89916,"BURG"
235878,"BURG"
62148,"BURG"
85849,"BURG"
100116,"BURG"
113428,"BURG"
217895,"BURG"
77786,"BURG"
99965,"BURG"
81641,"BURG"
172307,"BURG"
124582,"BURG"
7088,"BURG"
170635,"BURG"
23507,"BURG"
59708,"BURG"
158802,"BURG"
104732,"BURG"
179434,"BURG"
39391,"BURG"
59752,"BURG"
163468,"BURG"
64692,"BURG"
41166,"BURG"
198838,"BURG"
72359,"BURG"
53799,"BURG"
51251,"BURG"
230433,"BURG"
160028,"BURG"
49982,"BURG"
137650,"BURG"
24031,"BURG"
37220,"BURG"
234515,"BURG"
159295,"BURG"
113002,"BURG"
141658,"BURG"
143721,"BURG"
199593,"BURG"
131465,"BURG"
97412,"BURG"
95420,"BURG"
74564,"BURG"
60613,"BURG"
92736,"BURG"
14701,"BURG"
161552,"BURG"
158368,"BURG"
204001,"BURG"
153465,"BURG"
211619,"BURG"
173031,"BURG"
9913,"BURG"
48286,"BURG"
79397,"BURG"
2467,"BURG"
230474,"BURG"
183014,"BURG"
109322,"BURG"
128083,"BURG"
37270,"BURG"
80649,"BURG"
109662,"BURG"
92628,"BURG"
114882,"BURG"
3731,"BURG"
11236,"BURG"
32939,"BURG"
216240,"BURG"
133397,"BURG"
149028,"BURG"
209022,"BURG"
84013,"BURG"
216860,"BURG"
129297,"BURG"
114875,"BURG"
75646,"BURG"
58367,"BURG"
63103,"BURG"
2244,"BURG"
80946,"BURG"
109120,"BURG"
44321,"BURG"
5052,"BURG"
208483,"BURG"
57071,"BURG"
33502,"BURG"
214005,"BURG"
28946,"BURG"
182734,"BURG"
89666,"BURG"
218682,"BURG"
48113,"BURG"
172517,"BURG"
6598,"BURG"
118788,"BURG"
147252,"BURG"
159064,"BURG"
111188,"BURG"
36489,"BURG"
213686,"BURG"
19697,"BURG"
126019,"BURG"
142013,"BURG"
10219,"BURG"
6444,"BURG"
23059,"BURG"
74310,"BURG"
23505,"BURG"
70382,"BURG"
214081,"BURG"
190138,"BURG"
111550,"BURG"
172933,"BURG"
69503,"BURG"
105290,"BURG"
28462,"BURG"
54659,"BURG"
134586,"BURG"
106225,"BURG"
101097,"BURG"
13751,"BURG"
32355,"BURG"
27162,"BURG"
167295,"BURG"
182446,"BURG"
97755,"BURG"
147350,"BURG"
50086,"BURG"
56847,"BURG"
152568,"BURG"
197818,"BURG"
113930,"BURG"
188781,"BURG"
173489,"BURG"
30205,"BURG"
142642,"BURG"
233920,"BURG"
119881,"BURG"
163761,"BURG"
32647,"BURG"
14097,"BURG"
94289,"BURG"
58103,"BURG"
127404,"BURG"
74879,"BURG"
232821,"BURG"
115619,"BURG"
61709,"BURG"
71666,"BURG"
139111,"BURG"
173823,"BURG"
143328,"BURG"
58827,"BURG"
5750,"BURG"
58728,"BURG"
102597,"BURG"
143432,"BURG"
49462,"BURG"
93896,"BURG"
27507,"BURG"
15443,"BURG"
14767,"BURG"
83457,"BURG"
36924,"BURG"
149959,"BURG"
190960,"BURG"
10125,"BURG"
15097,"BURG"
67307,"BURG"
61212,"BURG"
37190,"BURG"
141144,"BURG"
111678,"BURG"
108959,"BURG"
100371,"BURG"
147814,"BURG"
162815,"BURG"
170807,"BURG"
153078,"BURG"
136834,"BURG"
146939,"BURG"
211993,"BURG"
18547,"BURG"
90981,"BURG"
206664,"BURG"
127295,"BURG"
148231,"BURG"
151080,"BURG"
123447,"BURG"
170181,"BURG"
150610,"BURG"
217907,"BURG"
172992,"BURG"
125637,"BURG"
194963,"BURG"
54546,"BURG"
42750,"BURG"
41183,"BURG"
36017,"BURG"
24247,"BURG"
52867,"BURG"
206008,"BURG"
203424,"BURG"
15628,"BURG"
26028,"BURG"
88749,"BURG"
195044,"BURG"
14050,"BURG"
183787,"BURG"
135999,"BURG"
84311,"BURG"
33281,"BURG"
65404,"BURG"
150028,"BURG"
148124,"BURG"
189757,"BURG"
169027,"BURG"
131966,"BURG"
208312,"BURG"
67329,"BURG"
163524,"BURG"
237466,"BURG"
199576,"BURG"
145987,"BURG"
89784,"BURG"
75101,"BURG"
146827,"BURG"
144435,"BURG"
11437,"BURG"
2110,"BURG"
77546,"BURG"
162117,"BURG"
162900,"BURG"
44531,"BURG"
39966,"BURG"
130622,"BURG"
197351,"BURG"
89113,"BURG"
44938,"BURG"
155323,"BURG"
1686,"BURG"
50678,"BURG"
217576,"BURG"
227702,"BURG"
159097,"BURG"
124893,"BURG"
109717,"BURG"
34256,"BURG"
170824,"BURG"
178351,"BURG"
10141,"BURG"
136642,"BURG"
68979,"BURG"
181538,"BURG"
30264,"BURG"
33519,"BURG"
137604,"BURG"
24000,"BURG"
33934,"BURG"
83712,"BURG"
127993,"BURG"
126544,"BURG"
202479,"BURG"
195359,"BURG"
107821,"BURG"
195241,"BURG"
176731,"BURG"
107211,"BURG"
231132,"BURG"
47247,"BURG"
194614,"BURG"
146948,"BURG"
85555,"BURG"
55264,"BURG"
164904,"BURG"
97209,"BURG"
113201,"BURG"
124878,"BURG"
44455,"BURG"
49263,"BURG"
35663,"BURG"
54575,"BURG"
110435,"BURG"
27440,"BURG"
212048,"BURG"
46547,"BURG"
179007,"BURG"
33554,"BURG"
220720,"BURG"
188287,"BURG"
223351,"BURG"
102486,"BURG"
138364,"BURG"
95228,"BURG"
7571,"BURG"
234796,"BURG"
222114,"BURG"
112131,"BURG"
201611,"BURG"
79292,"BURG"
95642,"BURG"
4679,"BURG"
120586,"BURG"
56597,"BURG"
77874,"BURG"
204531,"BURG"
34671,"BURG"
183404,"BURG"
78270,"BURG"
48655,"BURG"
100724,"BURG"
33936,"BURG"
132064,"BURG"
123963,"BURG"
107693,"BURG"
140492,"BURG"
229250,"BURG"
37272,"BURG"
14760,"BURG"
49863,"BURG"
228448,"BURG"
207053,"BURG"
88543,"BURG"
107431,"BURG"
158706,"BURG"
23747,"BURG"
82860,"BURG"
60246,"BURG"
145849,"BURG"
133719,"BURG"
74003,"BURG"
229479,"BURG"
114992,"BURG"
48575,"BURG"
10586,"BURG"
67289,"BURG"
19953,"BURG"
5463,"BURG"
167830,"BURG"
20098,"BURG"
200081,"BURG"
181599,"BURG"
55535,"BURG"
175263,"BURG"
117496,"BURG"
106119,"BURG"
326,"BURG"
204636,"BURG"
186289,"BURG"
228355,"BURG"
148477,"BURG"
5437,"BURG"
39811,"BURG"
49471,"BURG"
185345,"BURG"
176827,"BURG"
153024,"BURG"
138817,"BURG"
29328,"BURG"
81797,"BURG"
158094,"BURG"
188627,"BURG"
123483,"BURG"
116213,"BURG"
201092,"BURG"
23851,"BURG"
53277,"BURG"
147293,"BURG"
137046,"BURG"
132558,"BURG"
205554,"BURG"
73959,"BURG"
165267,"BURG"
44723,"BURG"
200565,"BURG"
154466,"BURG"
222119,"BURG"
232495,"BURG"
91246,"BURG"
131618,"BURG"
29295,"BURG"
97764,"BURG"
163555,"BURG"
234017,"BURG"
62139,"BURG"
42317,"BURG"
154290,"BURG"
233339,"BURG"
157000,"BURG"
109508,"BURG"
129531,"BURG"
72414,"BURG"
223771,"BURG"
15556,"BURG"
70527,"BURG"
162662,"BURG"
88070,"BURG"
104916,"BURG"
207299,"BURG"
197605,"BURG"
4529,"BURG"
51180,"BURG"
212155,"BURG"
192082,"BURG"
47679,"BURG"
148281,"BURG"
225242,"BURG"
130810,"BURG"
177695,"BURG"
9038,"BURG"
230363,"BURG"
161798,"BURG"
146421,"BURG"
51177,"BURG"
57385,"BURG"
224487,"BURG"
13212,"BURG"
60955,"BURG"
201643,"BURG"
225458,"BURG"
179431,"BURG"
207695,"BURG"
214793,"BURG"
173521,"BURG"
8463,"BURG"
82960,"BURG"
55189,"BURG"
201734,"BURG"
131551,"BURG"
232361,"BURG"
99620,"BURG"
37752,"BURG"
119022,"BURG"
90458,"BURG"
5322,"BURG"
226168,"BURG"
52894,"BURG"
167655,"BURG"
145320,"BURG"
28420,"BURG"
53359,"BURG"
51038,"BURG"
190992,"BURG"
31479,"BURG"
132956,"BURG"
170929,"BURG"
202265,"BURG"
80521,"BURG"
104926,"BURG"
211022,"BURG"
64169,"BURG"
147051,"BURG"
154942,"BURG"
97839,"BURG"
97390,"BURG"
90737,"BURG"
179318,"BURG"
55559,"BURG"
158362,"BURG"
53996,"BURG"
11098,"BURG"
75806,"BURG"
49563,"BURG"
8906,"BURG"
75688,"BURG"
232672,"BURG"
226891,"BURG"
59875,"BURG"
67795,"BURG"
219579,"BURG"
165365,"BURG"
60572,"BURG"
182493,"BURG"
171518,"BURG"
151411,"BURG"
145131,"BURG"
172834,"BURG"
218653,"BURG"
21156,"BURG"
97093,"BURG"
68257,"BURG"
153771,"BURG"
18074,"BURG"
31314,"BURG"
35181,"BURG"
6014,"BURG"
118191,"BURG"
209866,"BURG"
75738,"BURG"
223936,"BURG"
60709,"BURG"
50289,"BURG"
142574,"BURG"
42730,"BURG"
50418,"BURG"
156682,"BURG"
190445,"BURG"
18035,"BURG"
141220,"BURG"
95011,"BURG"
174668,"BURG"
45046,"BURG"
101323,"BURG"
27330,"BURG"
78989,"BURG"
45005,"BURG"
175430,"BURG"
48331,"BURG"
26925,"BURG"
148780,"BURG"
18986,"BURG"
13139,"BURG"
173130,"BURG"
219017,"BURG"
177849,"BURG"
88738,"BURG"
3019,"BURG"
73869,"BURG"
40812,"BURG"
173601,"BURG"
114261,"BURG"
193790,"BURG"
208620,"BURG"
110307,"BURG"
54303,"BURG"
4194,"BURG"
51218,"BURG"
112932,"BURG"
38135,"BURG"
238402,"BURG"
111052,"BURG"
139651,"BURG"
140886,"BURG"
146406,"BURG"
187815,"BURG"
85929,"BURG"
113224,"BURG"
199729,"BURG"
129517,"BURG"
1817,"BURG"
51003,"BURG"
202928,"BURG"
158117,"BURG"
145358,"BURG"
152337,"BURG"
43871,"BURG"
133327,"BURG"
184327,"BURG"
94540,"BURG"
223635,"BURG"
95182,"BURG"
95015,"BURG"
109747,"BURG"
107846,"BURG"
135509,"BURG"
114693,"BURG"
83610,"BURG"
172819,"BURG"
149274,"BURG"
185916,"BURG"
161538,"BURG"
206177,"BURG"
203990,"BURG"
62866,"BURG"
214378,"BURG"
52822,"BURG"
204623,"BURG"
190969,"BURG"
213813,"BURG"
182384,"BURG"
143620,"BURG"
122961,"BURG"
140882,"BURG"
195467,"BURG"
15470,"BURG"
9050,"BURG"
115804,"BURG"
102695,"BURG"
182469,"BURG"
26962,"BURG"
127427,"BURG"
140443,"BURG"
165600,"BURG"
174323,"BURG"
119556,"BURG"
204041,"BURG"
154995,"BURG"
19968,"BURG"
37364,"BURG"
70418,"BURG"
156947,"BURG"
182645,"BURG"
61580,"BURG"
12104,"BURG"
116063,"BURG"
229845,"BURG"
199527,"BURG"
39306,"BURG"
80019,"BURG"
133279,"BURG"
131731,"BURG"
11872,"BURG"
190266,"BURG"
190651,"BURG"
107836,"BURG"
191632,"BURG"
22042,"BURG"
146640,"BURG"
86407,"BURG"
114988,"BURG"
160490,"BURG"
222174,"BURG"
193082,"BURG"
116110,"BURG"
90924,"BURG"
9816,"BURG"
164761,"BURG"
38741,"BURG"
49392,"BURG"
228861,"BURG"
33223,"BURG"
46509,"BURG"
107474,"BURG"
12722,"BURG"
81455,"BURG"
230917,"BURG"
35628,"BURG"
111480,"BURG"
188725,"BURG"
196223,"BURG"
88551,"BURG"
125283,"BURG"
162872,"BURG"
29396,"BURG"
191390,"BURG"
146901,"BURG"
3497,"BURG"
64478,"BURG"
15085,"BURG"
102892,"BURG"
58223,"BURG"
77324,"BURG"
207654,"BURG"
151647,"BURG"
270,"BURG"
25792,"BURG"
52353,"BURG"
4199,"BURG"
67103,"BURG"
121883,"BURG"
87178,"BURG"
133178,"BURG"
106123,"BURG"
84864,"BURG"
46831,"BURG"
182123,"BURG"
223667,"BURG"
167886,"BURG"
94493,"BURG"
18429,"BURG"
134744,"BURG"
143522,"BURG"
203132,"BURG"
48030,"BURG"
227986,"BURG"
211751,"BURG"
135282,"BURG"
94187,"BURG"
159848,"BURG"
32407,"BURG"
108993,"BURG"
11765,"BURG"
211542,"BURG"
184949,"BURG"
4411,"BURG"
118852,"BURG"
21558,"BURG"
132128,"BURG"
191454,"BURG"
159092,"BURG"
195700,"BURG"
92513,"BURG"
191951,"BURG"
59141,"BURG"
217981,"BURG"
77711,"BURG"
177852,"BURG"
151021,"BURG"
141018,"BURG"
180569,"BURG"
115374,"BURG"
216181,"BURG"
91552,"BURG"
11811,"BURG"
76178,"BURG"
149494,"BURG"
141569,"BURG"
115418,"BURG"
127117,"BURG"
222621,"BURG"
59175,"BURG"
159916,"BURG"
96925,"BURG"
21766,"BURG"
176621,"BURG"
180194,"BURG"
37234,"BURG"
76306,"BURG"
196559,"BURG"
22048,"BURG"
197606,"BURG"
209752,"BURG"
110801,"BURG"
18664,"BURG"
158833,"BURG"
149198,"BURG"
85841,"BURG"
174412,"BURG"
2190,"BURG"
191701,"BURG"
145708,"BURG"
24681,"BURG"
159160,"BURG"
12757,"BURG"
210227,"BURG"
182694,"BURG"
177276,"BURG"
112206,"BURG"
172708,"BURG"
132619,"BURG"
50926,"BURG"
131566,"BURG"
223304,"BURG"
57321,"BURG"
22606,"BURG"
158534,"BURG"
178703,"BURG"
66292,"BURG"
9724,"BURG"
5929,"BURG"
60732,"BURG"
64119,"BURG"
83288,"BURG"
34497,"BURG"
235697,"BURG"
81399,"BURG"
84730,"BURG"
206314,"BURG"
63591,"BURG"
238575,"BURG"
84294,"BURG"
46721,"BURG"
29120,"BURG"
47030,"BURG"
140921,"BURG"
228725,"BURG"
180729,"BURG"
71099,"BURG"
89872,"BURG"
164698,"BURG"
119081,"BURG"
192397,"BURG"
220500,"BURG"
100668,"BURG"
44,"BURG"
233591,"BURG"
74913,"BURG"
29521,"BURG"
59176,"BURG"
42448,"BURG"
111120,"BURG"
24314,"BURG"
129424,"BURG"
79482,"BURG"
19446,"BURG"
99273,"BURG"
153006,"BURG"
27300,"BURG"
15202,"BURG"
95430,"BURG"
102326,"BURG"
15621,"BURG"
231946,"BURG"
192172,"BURG"
85671,"BURG"
27575,"BURG"
207807,"BURG"
41271,"BURG"
58334,"BURG"
57896,"BURG"
13828,"BURG"
54026,"BURG"
223404,"BURG"
236018,"BURG"
88674,"BURG"
219742,"BURG"
173957,"BURG"
69674,"BURG"
4888,"BURG"
129645,"BURG"
204911,"BURG"
83698,"BURG"
23973,"BURG"
18047,"BURG"
157295,"BURG"
40304,"BURG"
191640,"BURG"
31482,"BURG"
155746,"BURG"
224744,"BURG"
188668,"BURG"
93078,"BURG"
53509,"BURG"
211489,"BURG"
140834,"BURG"
21426,"BURG"
33225,"BURG"
137610,"BURG"
27382,"BURG"
83462,"BURG"
63908,"BURG"
4515,"BURG"
39243,"BURG"
33242,"BURG"
188975,"BURG"
126203,"BURG"
122433,"BURG"
13819,"BURG"
126052,"BURG"
31967,"BURG"
124121,"BURG"
200209,"BURG"
116862,"BURG"
101073,"BURG"
221278,"BURG"
160172,"BURG"
44089,"BURG"
186327,"BURG"
111155,"BURG"
106781,"BURG"
41340,"BURG"
197488,"BURG"
225487,"BURG"
117186,"BURG"
205140,"BURG"
185026,"BURG"
99816,"BURG"
123897,"BURG"
214548,"BURG"
95402,"BURG"
196179,"BURG"
89479,"BURG"
7864,"BURG"
118019,"BURG"
201894,"BURG"
208177,"BURG"
115709,"BURG"
131636,"BURG"
86641,"BURG"
63104,"BURG"
144614,"BURG"
21637,"BURG"
236987,"BURG"
187435,"BURG"
77342,"BURG"
80780,"BURG"
63896,"BURG"
51001,"BURG"
173526,"BURG"
83159,"BURG"
183570,"BURG"
1324,"BURG"
7919,"BURG"
198506,"BURG"
75554,"BURG"
105039,"BURG"
446,"BURG"
172995,"BURG"
48878,"BURG"
145580,"BURG"
69897,"BURG"
3241,"BURG"
176997,"BURG"
59475,"BURG"
142799,"BURG"
114421,"BURG"
169942,"BURG"
3401,"BURG"
200761,"BURG"
129,"BURG"
95691,"BURG"
136508,"BURG"
123726,"BURG"
197566,"BURG"
130445,"BURG"
173792,"BURG"
108753,"BURG"
165410,"BURG"
53747,"BURG"
139484,"BURG"
220469,"BURG"
117299,"BURG"
41244,"BURG"
174390,"BURG"
176035,"BURG"
192263,"BURG"
1384,"BURG"
147525,"BURG"
99082,"BURG"
17463,"BURG"
105012,"BURG"
64319,"BURG"
162265,"BURG"
82078,"BURG"
83727,"BURG"
102587,"BURG"
183526,"BURG"
49830,"BURG"
10378,"BURG"
121598,"BURG"
214832,"BURG"
128426,"BURG"
215132,"BURG"
171210,"BURG"
148849,"BURG"
157533,"BURG"
101212,"BURG"
25721,"BURG"
59284,"BURG"
95532,"BURG"
53410,"BURG"
180834,"BURG"
205023,"BURG"
157078,"BURG"
153803,"BURG"
69432,"BURG"
6192,"BURG"
108414,"BURG"
171695,"BURG"
24504,"BURG"
169537,"BURG"
17189,"BURG"
223967,"BURG"
203408,"BURG"
114177,"BURG"
200302,"BURG"
99314,"BURG"
2384,"BURG"
175930,"BURG"
40032,"BURG"
140894,"BURG"
94098,"BURG"
68255,"BURG"
77153,"BURG"
66965,"BURG"
79996,"BURG"
75440,"BURG"
202838,"BURG"
201999,"BURG"
19056,"BURG"
30578,"BURG"
20730,"BURG"
74878,"BURG"
140705,"BURG"
131992,"BURG"
137640,"BURG"
86290,"BURG"
158505,"BURG"
21986,"BURG"
24291,"BURG"
212701,"BURG"
26368,"BURG"
49221,"BURG"
282,"BURG"
230832,"BURG"
79271,"BURG"
12237,"BURG"
143064,"BURG"
139558,"BURG"
168812,"BURG"
75268,"BURG"
147025,"BURG"
51620,"BURG"
70124,"BURG"
174734,"BURG"
69652,"BURG"
137764,"BURG"
76152,"BURG"
103594,"BURG"
28759,"BURG"
14636,"BURG"
91805,"BURG"
237568,"BURG"
208883,"BURG"
28972,"BURG"
169515,"BURG"
50070,"BURG"
100585,"BURG"
119967,"BURG"
18262,"BURG"
139946,"BURG"
16796,"BURG"
150776,"BURG"
18056,"BURG"
144115,"BURG"
170873,"BURG"
94676,"BURG"
31929,"BURG"
120432,"BURG"
85,"BURG"
142926,"BURG"
234654,"BURG"
195692,"BURG"
58738,"BURG"
3785,"BURG"
52257,"BURG"
38130,"BURG"
135577,"BURG"
167158,"BURG"
81538,"BURG"
63267,"BURG"
46774,"BURG"
221493,"BURG"
139188,"BURG"
175685,"BURG"
207622,"BURG"
197421,"BURG"
56237,"BURG"
204240,"BURG"
140787,"BURG"
161792,"BURG"
136969,"BURG"
59855,"BURG"
9332,"BURG"
223283,"BURG"
196458,"BURG"
73304,"BURG"
84975,"BURG"
205064,"BURG"
131442,"BURG"
225085,"BURG"
97002,"BURG"
81035,"BURG"
42703,"BURG"
140965,"BURG"
154255,"BURG"
97423,"BURG"
107873,"BURG"
14183,"BURG"
36384,"BURG"
174817,"BURG"
78597,"BURG"
83089,"BURG"
62313,"BURG"
210225,"BURG"
212328,"BURG"
11578,"BURG"
19008,"BURG"
228903,"BURG"
145285,"BURG"
195222,"BURG"
113157,"BURG"
105246,"BURG"
54033,"BURG"
195343,"BURG"
115272,"BURG"
19136,"BURG"
170654,"BURG"
193664,"BURG"
33193,"BURG"
31998,"BURG"
92785,"BURG"
136111,"BURG"
95350,"BURG"
143494,"BURG"
160470,"BURG"
6904,"BURG"
227090,"BURG"
222498,"BURG"
2966,"BURG"
137012,"BURG"
102230,"BURG"
18438,"BURG"
172562,"BURG"
224684,"BURG"
228671,"BURG"
103523,"BURG"
1050,"BURG"
211974,"BURG"
215370,"BURG"
201591,"BURG"
146693,"BURG"
26312,"BURG"
143814,"BURG"
65205,"BURG"
175360,"BURG"
25264,"BURG"
73688,"BURG"
54480,"BURG"
98051,"BURG"
193795,"BURG"
225422,"BURG"
173711,"BURG"
200442,"BURG"
23113,"BURG"
113285,"BURG"
129597,"BURG"
10615,"BURG"
215088,"BURG"
186019,"BURG"
166351,"BURG"
9126,"BURG"
120992,"BURG"
218221,"BURG"
110696,"BURG"
174343,"BURG"
136571,"BURG"
191918,"BURG"
160777,"BURG"
110642,"BURG"
192926,"BURG"
201522,"BURG"
234550,"BURG"
232124,"BURG"
70339,"BURG"
196279,"BURG"
124237,"BURG"
237926,"BURG"
164303,"BURG"
211583,"BURG"
138348,"BURG"
206181,"BURG"
71805,"BURG"
188624,"BURG"
194230,"BURG"
162567,"BURG"
212081,"BURG"
195430,"BURG"
1874,"BURG"
180,"BURG"
234146,"BURG"
69192,"BURG"
22418,"BURG"
32269,"BURG"
199519,"BURG"
47580,"BURG"
106205,"BURG"
158778,"BURG"
23769,"BURG"
105705,"BURG"
125703,"BURG"
142436,"BURG"
87838,"BURG"
160559,"BURG"
210927,"BURG"
213240,"BURG"
180759,"BURG"
76809,"BURG"
63341,"BURG"
167245,"BURG"
3450,"BURG"
189797,"BURG"
72225,"BURG"
10387,"BURG"
102115,"BURG"
152144,"BURG"
23936,"BURG"
181180,"BURG"
152050,"BURG"
236561,"BURG"
26070,"BURG"
53148,"BURG"
129365,"BURG"
8582,"BURG"
38927,"BURG"
150371,"BURG"
109913,"BURG"
208217,"BURG"
236765,"BURG"
151514,"BURG"
8616,"BURG"
201937,"BURG"
119576,"BURG"
16660,"BURG"
150205,"BURG"
169332,"BURG"
109036,"BURG"
68815,"BURG"
79536,"BURG"
6229,"BURG"
150496,"BURG"
12784,"BURG"
225920,"BURG"
225672,"BURG"
20837,"BURG"
104432,"BURG"
20150,"BURG"
174150,"BURG"
67831,"BURG"
89628,"BURG"
231452,"BURG"
48332,"BURG"
225064,"BURG"
47245,"BURG"
136556,"BURG"
53728,"BURG"
40359,"BURG"
123904,"BURG"
139376,"BURG"
5676,"BURG"
35601,"BURG"
24097,"BURG"
64004,"BURG"
20969,"BURG"
228358,"BURG"
1256,"BURG"
233750,"BURG"
15726,"BURG"
24502,"BURG"
223974,"BURG"
1153,"BURG"
88675,"BURG"
109424,"BURG"
9793,"BURG"
108757,"BURG"
192290,"BURG"
139071,"BURG"
118239,"BURG"
55770,"BURG"
10406,"BURG"
14906,"BURG"
54284,"BURG"
62296,"BURG"
222737,"BURG"
190453,"BURG"
77936,"BURG"
68217,"BURG"
52602,"BURG"
120721,"BURG"
196892,"BURG"
41751,"BURG"
69232,"BURG"
14588,"BURG"
199041,"BURG"
17106,"BURG"
121753,"BURG"
30123,"BURG"
215983,"BURG"
148154,"BURG"
30640,"BURG"
48678,"BURG"
108625,"BURG"
61744,"BURG"
81739,"BURG"
239215,"BURG"
7820,"BURG"
225830,"BURG"
112604,"BURG"
159290,"BURG"
235297,"BURG"
29710,"BURG"
75570,"BURG"
183482,"BURG"
130378,"BURG"
60346,"BURG"
175302,"BURG"
112536,"BURG"
37675,"BURG"
92807,"BURG"
90305,"BURG"
88422,"BURG"
121219,"BURG"
124474,"BURG"
30533,"BURG"
12879,"BURG"
26027,"BURG"
211055,"BURG"
227646,"BURG"
163671,"BURG"
55453,"BURG"
177288,"BURG"
116558,"BURG"
67879,"BURG"
238230,"BURG"
31862,"BURG"
140287,"BURG"
100531,"BURG"
60806,"BURG"
136593,"BURG"
213671,"BURG"
56595,"BURG"
107302,"BURG"
87407,"BURG"
34902,"BURG"
113503,"BURG"
29306,"BURG"
117391,"BURG"
118183,"BURG"
112967,"BURG"
220129,"BURG"
150355,"BURG"
60574,"BURG"
228605,"BURG"
102351,"BURG"
47057,"BURG"
