Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),,,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),,,,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),,,,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),,,,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),
3.275608417,0.137563934,-1.238823853,0.120320587,,,3.229496167,0.16735199,0.183518372,0.194416504,,,,3.230201708,-0.794248352,-0.668659515,-0.008860779,,,,3.230179292,-0.371976471,-0.140557709,0.199655609,,,,3.230112583,-0.175285492,-0.077688446,0.094723816,
3.285576417,0.288001099,-1.103804626,-0.171273041,,,3.239465167,0.166004791,0.058079224,0.127355957,,,,3.240170708,-0.748742981,-0.378113709,0.060445099,,,,3.240148292,-0.406853943,-0.00119751,0.2303418,,,,3.240081583,-0.195044403,-0.163160706,0.100411987,
3.295545417,0.32063324,-1.10575058,-0.351647949,,,3.249434167,0.126486969,0.072000275,-0.242225494,,,,3.250138708,-0.676443329,-0.195194092,0.160586853,,,,3.250117292,-0.421373749,0.064665527,0.28153534,,,,3.250050583,-0.180674286,-0.243543549,-0.05556366,
3.305513417,0.214204559,-1.082399139,-0.3562883,,,3.259403167,-0.030686188,0.101488953,-0.423348846,,,,3.260107708,-0.642763367,-0.0889151,0.32569351,,,,3.260086292,-0.39428009,-0.004340973,0.29680359,,,,3.260019583,-0.119900665,-0.280666351,-0.139389343,
3.315482417,0.090411987,-0.999321899,-0.301651917,,,3.269371167,-0.182769928,0.086220703,-0.258990631,,,,3.270076708,-0.570763092,-0.089663544,0.33632141,,,,3.270054292,-0.328417053,-0.218096466,0.198757477,,,,3.269988583,-0.044307861,-0.283660126,-0.055713348,
3.325450417,0.117655335,-0.912951508,-0.330242462,,,3.279340167,-0.247136078,0.162112885,-0.032361908,,,,3.280044708,-0.562081146,-0.236059113,0.27375153,,,,3.280023292,-0.274229736,-0.460891571,0.112686462,,,,3.279957583,-0.004340973,-0.191302185,0.052062531,
3.335418417,0.26210495,-0.895288239,-0.398949585,,,3.289309167,-0.2468367,0.187559967,0.34335678,,,,3.290013708,-0.534388733,-0.372874603,0.2355809,,,,3.289992292,-0.271235962,-0.667312317,0.059397278,,,,3.289926583,0.029937744,-0.042960663,0.14576767,
3.345387417,0.47855484,-0.877325592,-0.358833008,,,3.299278167,-0.050744476,0.04326004,0.32554382,,,,3.299981708,-0.475710754,-0.408500519,0.189327087,,,,3.299960292,-0.264050903,-0.739911346,-0.008561401,,,,3.299895583,0.050894165,0.06436615,0.24111938,
3.355355417,0.491278381,-0.572110291,-0.216479034,,,3.309247167,0.174537048,0.014519806,0.189177399,,,,3.309950708,-0.473764801,-0.381107483,0.1878302,,,,3.309929292,-0.319585419,-0.616567841,0.02871109,,,,3.309864583,0.038170624,0.096848602,0.165526581,
3.365324417,0.585432587,-0.718505859,0.149659576,,,3.319216167,0.175435181,-0.066312103,0.198458099,,,,3.319919708,-0.50669632,-0.453407135,0.30503647,,,,3.319898292,-0.440234528,-0.388142853,0.076162415,,,,3.319833583,0.015118561,-0.005688171,0.017783813,
3.375292417,0.613873444,-1.059646454,0.42837997,,,3.329185167,0.169747009,-0.137414246,0.190075531,,,,3.329887708,-0.533041534,-0.520617371,0.28303223,,,,3.329866292,-0.486937408,-0.221838684,0.090831909,,,,3.329802583,0.011076965,-0.180374908,-0.023081207,
3.385260417,0.403411102,-1.050365753,0.51115784,,,3.339153167,0.063617706,-0.08307724,0.04158432,,,,3.339856708,-0.581241303,-0.528401184,0.196811523,,,,3.339835292,-0.529299316,-0.142353973,0.167173157,,,,3.339771583,-0.030536499,-0.295784912,0.011945953,
3.395229417,0.171543274,-1.018781433,0.43346939,,,3.349122167,-0.146545258,0.007783813,0.041284943,,,,3.349825708,-0.71027298,-0.478255463,0.123763428,,,,3.349804292,-0.570912781,-0.129181366,0.22225861,,,,3.349740583,-0.066910858,-0.342487793,0.110740509,
3.405197417,0.139659576,-0.916394348,-0.104960937,,,3.359091167,-0.224982147,0.045954437,-0.026973114,,,,3.359793708,-0.817749481,-0.459095306,0.174058838,,,,3.359773292,-0.477507019,-0.190553742,0.23977219,,,,3.359709583,-0.053438873,-0.326620789,0.105501404,
3.415166417,0.226029968,-0.851579132,-0.470650482,,,3.369060167,-0.226029968,0.079484711,-0.051821442,,,,3.369762708,-0.779429169,-0.45984375,0.116578369,,,,3.369741292,-0.395776978,-0.199385376,0.27509872,,,,3.369678583,-0.068258057,-0.265398102,0.20309845,
3.425134417,0.159568176,-0.832418976,-0.342067871,,,3.379029167,-0.236208801,0.120649109,-0.0390979,,,,3.379731708,-0.668509827,-0.437091065,0.049068756,,,,3.379710292,-0.395627289,-0.171692963,0.30982651,,,,3.379647583,-0.089214478,-0.188757477,0.30264145,
3.435103417,0.172142029,-0.905467072,0.084544983,,,3.388998167,-0.142353973,0.0690065,-0.043588562,,,,3.389699708,-0.598156128,-0.453856201,0.096819458,,,,3.389679292,-0.429307251,-0.203876038,0.28393036,,,,3.389616583,-0.046104126,-0.133821716,0.32479538,
3.445071417,0.294138336,-0.83780777,0.30758118,,,3.398967167,-0.029039612,-0.029788055,-0.037451324,,,,3.399668708,-0.5839357,-0.561482391,0.014191284,,,,3.399647292,-0.448317719,-0.335751801,0.177202301,,,,3.399585583,0.055833893,-0.100441132,0.3099762,
3.455039417,0.36509079,-0.700094147,0.23647903,,,3.408935167,-0.006735992,-0.102536774,0.029010468,,,,3.409637708,-0.59905426,-0.650397492,-0.031613464,,,,3.409616292,-0.44697052,-0.515527954,-0.007363892,,,,3.409554583,0.104482727,-0.06780899,0.21402573,
3.465008417,0.361198883,-0.616717529,0.29545639,,,3.418904167,0.037122803,-0.156125336,0.173011017,,,,3.419605708,-0.625399475,-0.689017181,0.001318054,,,,3.419585292,-0.446521454,-0.716260529,-0.092686462,,,,3.419523583,0.082927551,-0.041014709,0.063139496,
3.474976417,0.412242737,-0.569565582,0.36521133,,,3.428873167,0.019010468,-0.180075531,0.069576111,,,,3.429574708,-0.669407959,-0.660426636,-0.032062531,,,,3.429553292,-0.438438263,-0.829275513,-0.126516113,,,,3.429492583,0.023950195,0.052091675,0.065235138,
3.484945417,0.399219818,-0.519419861,0.29081604,,,3.438842167,-0.064515839,-0.065264282,-0.024877472,,,,3.439543708,-0.655037842,-0.624651032,-0.065592804,,,,3.439522292,-0.413589935,-0.799786835,-0.127713623,,,,3.439461583,-0.037721558,0.135318604,0.098016968,
3.494913417,0.30776001,-0.496816864,0.29096573,,,3.448811167,-0.10762619,0.069605255,0.011047821,,,,3.449511708,-0.557141419,-0.606239319,-0.102416229,,,,3.449491292,-0.42945694,-0.643811188,-0.116786346,,,,3.449430583,-0.079634399,0.147892456,0.071522064,
3.504881417,0.245339813,-0.580792236,0.32419662,,,3.458780167,-0.039068756,0.092058563,0.047571869,,,,3.459480708,-0.444725189,-0.607885895,0.047871246,,,,3.459459292,-0.448766785,-0.4552034,-0.058557434,,,,3.459399583,-0.121247864,0.11466156,0.153252106,
3.514850417,0.28081604,-0.697250061,0.25459137,,,3.468748167,0.057779846,-0.028889923,0.089933777,,,,3.469449708,-0.42242157,-0.630937958,0.180495453,,,,3.469428292,-0.442030792,-0.317190399,0.055355682,,,,3.469368583,-0.177979889,0.079484711,0.144121094,
3.524818417,0.323177948,-0.773291931,0.21222946,,,3.478717167,0.146694946,-0.047002258,-0.034906616,,,,3.479417708,-0.447718964,-0.640667725,0.109992065,,,,3.479397292,-0.444874878,-0.279917908,0.14217514,,,,3.479337583,-0.219443665,0.020956421,0.125410004,
3.534787417,0.433797913,-0.825383606,0.126607513,,,3.488686167,0.102536774,0.072898407,-0.138341522,,,,3.489386708,-0.472866669,-0.681682434,0.029758911,,,,3.489366292,-0.37796402,-0.336350555,0.065983582,,,,3.489306583,-0.194146271,-0.112715607,0.100411987,
3.544755417,0.561482391,-0.806971893,0.082299652,,,3.498655167,0.043110352,0.16495697,0.058349457,,,,3.499355833,-0.562530212,-0.751287689,-0.076819458,,,,3.499334292,-0.354313202,-0.329764252,0.037243347,,,,3.499275583,-0.091759186,-0.27497818,-0.051222687,
3.554723417,0.542322235,-0.731379089,0.091730042,,,3.508624167,0.189954987,0.126037903,0.38242554,,,,3.509323833,-0.642913055,-0.735720062,-0.200162964,,,,3.509303292,-0.357306976,-0.325572968,0.076611481,,,,3.509244583,-0.022303619,-0.393082581,-0.063048096,
3.564692417,0.420924683,-0.651145935,0.176004791,,,3.518593167,0.340242462,0.001646576,0.54513718,,,,3.519292833,-0.627495117,-0.680484924,-0.220370941,,,,3.519272292,-0.332907715,-0.304915924,0.087389069,,,,3.519213583,0.00823288,-0.441432037,-0.052420197,
3.574660417,0.28545639,-0.592767334,0.21133133,,,3.528562167,0.457299042,0.023800507,0.26057892,,,,3.529261833,-0.573008423,-0.642314301,-0.069335022,,,,3.529240292,-0.308508453,-0.239352264,0.067630157,,,,3.529182583,-0.016765137,-0.418080597,-0.073226929,
3.584629417,0.178878021,-0.609532471,0.156395569,,,3.538530167,0.306412811,0.072898407,0.20085312,,,,3.539229833,-0.49382309,-0.585582275,0.009251556,,,,3.539209292,-0.325872345,-0.222736816,0.078258057,,,,3.539151583,-0.049996033,-0.349373474,0.014490662,
3.594597417,0.204923859,-0.639769592,-0.044337006,,,3.548499167,0.051642609,0.125139771,0.174058838,,,,3.549198833,-0.402962036,-0.510588226,-0.029517822,,,,3.549178292,-0.347876587,-0.346230011,0.20025436,,,,3.549121583,-0.097447357,-0.21300705,0.009550934,
3.604565417,0.321531372,-0.698447571,-0.12457016,,,3.558468167,-0.161663818,0.239501953,-0.010207977,,,,3.559166833,-0.34278717,-0.472866669,0.001168365,,,,3.559146292,-0.344134369,-0.509690094,0.132445374,,,,3.559090583,-0.152981873,-0.057181091,-0.100619965,
3.614534417,0.445323944,-0.710422669,0.001018677,,,3.568437167,-0.345780945,0.258512421,-0.028470001,,,,3.569135833,-0.35685791,-0.508642273,0.166724091,,,,3.569115292,-0.259260864,-0.62599823,-0.014249573,,,,3.569059583,-0.177530823,0.024399261,-0.027122803,
3.624502417,0.518521729,-0.627345429,0.140079498,,,3.578406167,-0.345631256,0.044906616,0.20010468,,,,3.579104833,-0.446820831,-0.626596985,0.121667786,,,,3.579084292,-0.304466858,-0.591420136,0.063139496,,,,3.579028583,-0.142204285,0.031883698,0.115530548,
3.634471417,0.473315735,-0.578397217,0.20489471,,,3.588375167,-0.153131561,-0.223335571,0.34784744,,,,3.589072833,-0.456251221,-0.710572357,-0.082507629,,,,3.589052292,-0.370778961,-0.430804138,0.152054596,,,,3.588997583,-0.028141479,-0.111368408,0.057151947,
3.644439417,0.337847443,-0.61552002,0.26851242,,,3.598343167,0.085921326,-0.333057404,0.162383118,,,,3.599041833,-0.453856201,-0.683628388,-0.125617981,,,,3.599021292,-0.405506744,-0.293389893,0.20624191,,,,3.598966583,0.162112885,-0.304017792,-0.031463776,
3.654408417,0.22588028,-0.683478699,0.186782379,,,3.608312167,0.167950745,-0.418978729,0.20354752,,,,3.609010833,-0.537831574,-0.562979279,0.043530273,,,,3.608990292,-0.415685577,-0.24219635,0.21462448,,,,3.608935583,0.245938568,-0.426313477,-0.01110611,
3.664376417,0.211360474,-0.728085938,0.006108093,,,3.618281167,0.117206268,-0.393681335,0.20429596,,,,3.618978833,-0.570613403,-0.473615112,0.186932068,,,,3.618959292,-0.40011795,-0.27497818,0.21327728,,,,3.618904583,0.207318878,-0.402812347,0.071522064,
3.674344417,0.281414795,-0.712667999,-0.174416504,,,3.628250167,-0.062120819,-0.163460083,0.071522064,,,,3.628947833,-0.524060211,-0.371377716,0.11642868,,,,3.628927292,-0.406554565,-0.351319428,0.24067032,,,,3.628873583,0.128582611,-0.238454132,0.05326004,
3.684313417,0.348325653,-0.667312317,-0.212736816,,,3.638219167,-0.323477325,0.043559418,0.05445755,,,,3.638916833,-0.476908264,-0.279319153,0.108046112,,,,3.638896292,-0.374820557,-0.410596161,0.178699188,,,,3.638842583,0.009131012,-0.031883698,0.051763153,
3.694281417,0.410895538,-0.610729981,-0.103014984,,,3.648188167,-0.391885071,0.115110626,0.076611481,,,,3.648884833,-0.455502777,-0.346978455,0.192021484,,,,3.648865292,-0.351169739,-0.472267914,0.130349731,,,,3.648811583,-0.086819458,0.071551209,0.093975372,
3.704250417,0.434845734,-0.489332428,0.096819458,,,3.658157167,-0.392334137,-0.012573853,0.38751495,,,,3.658853833,-0.453107758,-0.466430054,0.187530823,,,,3.658833292,-0.34054184,-0.518821106,0.115979614,,,,3.658780583,-0.08771759,0.025896149,0.11178833,
3.714218417,0.387394409,-0.390088806,0.20863693,,,3.668125167,-0.309705963,-0.196241913,0.56893768,,,,3.668822833,-0.414637756,-0.549357605,0.08020401,,,,3.668802292,-0.332907715,-0.548309784,0.076312103,,,,3.668749583,-0.034129028,-0.112715607,0.071222687,
3.724186417,0.315244446,-0.418679352,0.30922775,,,3.678094167,-0.108973389,-0.220341797,0.176453857,,,,3.678790833,-0.436941376,-0.575403442,0.066881714,,,,3.678771292,-0.372874603,-0.504600678,0.102507629,,,,3.678718458,0.014669495,-0.220790863,0.056553192,
3.734155417,0.261356506,-0.525557098,0.32404694,,,3.688063167,0.08307724,-0.529449005,-0.047630157,,,,3.688759833,-0.608334961,-0.594264221,0.140977631,,,,3.688739292,-0.46104126,-0.457897797,0.143971405,,,,3.688687458,0.016016693,-0.228275299,0.10131012,
3.744123417,0.261955261,-0.6529422,0.20624191,,,3.698032167,-0.027542725,-0.318387909,0.169867554,,,,3.698728833,-0.737815704,-0.62135788,0.123763428,,,,3.698708292,-0.495170288,-0.468376007,0.125260315,,,,3.698656458,-0.033679962,-0.187859345,0.2104332,
3.754092417,0.307460632,-0.727936249,0.06852829,,,3.708001167,-0.052989807,-0.306263123,0.041284943,,,,3.708696833,-0.784967651,-0.616717529,0.005958405,,,,3.708677292,-0.483045502,-0.536933441,0.046524048,,,,3.708625458,-0.008681946,-0.216150513,0.154748993,
3.764060417,0.347128143,-0.783620453,0.023322296,,,3.717970167,-0.115559692,-0.19654129,-0.029068756,,,,3.718665833,-0.755628662,-0.566422119,-0.032212219,,,,3.718646292,-0.459544373,-0.639919281,-0.000927277,,,,3.718594458,0.096399536,-0.255518646,0.133343506,
3.774029417,0.428708496,-0.782422943,-0.011854553,,,3.727939167,-0.07843689,-0.175584869,-0.056312103,,,,3.728634833,-0.662073212,-0.508791962,0.092478485,,,,3.728614292,-0.427810364,-0.715661774,-0.058407745,,,,3.728563458,0.099393311,-0.33111145,0.118524323,
3.783997417,0.529149628,-0.724493408,-0.131755219,,,3.737907167,-0.027542725,-0.164058838,0.047721558,,,,3.738602833,-0.530197449,-0.462388458,0.125260315,,,,3.738583292,-0.404608612,-0.680634613,-0.07427475,,,,3.738532458,0.070653076,-0.424068146,0.115680237,
3.793965417,0.520916748,-0.671353912,-0.125318604,,,3.747879792,-0.04565506,-0.128582611,0.103405762,,,,3.748571833,-0.481548615,-0.452958069,0.147563934,,,,3.748552292,-0.390986939,-0.606389008,-0.081160431,,,,3.748501458,0.051043854,-0.431552582,0.045027161,
3.803934417,0.438587952,-0.641116791,-0.034158173,,,3.757848792,-0.099393311,-0.090411987,0.24605911,,,,3.758540833,-0.556392975,-0.543819122,0.23153931,,,,3.758520292,-0.428409119,-0.483644257,-0.063048096,,,,3.758470458,-0.018860779,-0.339943085,-0.002274475,
3.813902417,0.316292267,-0.642613678,-0.011555176,,,3.767817792,-0.082029419,-0.119750977,0.30638367,,,,3.768508833,-0.660127258,-0.621806946,0.2170195,,,,3.768489292,-0.472267914,-0.39203476,-0.005867004,,,,3.768439458,-0.127983856,-0.182171173,-0.021734009,
3.823871417,0.18726059,-0.620908814,-0.070831909,,,3.777786792,-0.040116577,-0.137713623,0.164329071,,,,3.778477833,-0.755778351,-0.6622229,0.170765686,,,,3.778458292,-0.49023056,-0.364342346,0.039338989,,,,3.778408458,-0.197589111,-0.089663544,-0.019937744,
3.833839417,0.088615723,-0.591569824,-0.124420471,,,3.787755792,-0.08771759,-0.101339264,0.163730316,,,,3.788445833,-0.778381348,-0.658330994,0.092628174,,,,3.788426292,-0.472267914,-0.390687561,0.0498172,,,,3.788377458,-0.194445648,-0.158670044,0.107597046,
3.843807417,0.080981598,-0.611777802,-0.093135529,,,3.797723792,-0.097746735,-0.070503387,0.113135529,,,,3.798414833,-0.654439087,-0.623752899,0.049667511,,,,3.798395292,-0.41074585,-0.455053711,0.032303619,,,,3.798346458,-0.078287201,-0.299078064,0.163580627,
3.853776417,0.104482727,-0.620310059,-0.07547226,,,3.807692792,-0.032931519,-0.083825684,0.062091675,,,,3.808383833,-0.530347138,-0.601748657,0.053110352,,,,3.808364292,-0.314496002,-0.544866943,0.031854553,,,,3.808315458,0.059426422,-0.398471375,0.27689499,
3.863744417,0.112116852,-0.658330994,-0.012602997,,,3.817661792,0.096100159,-0.122445374,0.092628174,,,,3.818351833,-0.474662933,-0.5441185,0.060894165,,,,3.818333292,-0.245190125,-0.594563599,-0.023829651,,,,3.818284458,0.157472534,-0.347427521,0.27135651,
3.873713417,0.152981873,-0.744402008,0.112387085,,,3.827630792,0.202528839,-0.091759186,0.154449615,,,,3.828320833,-0.469573517,-0.48798523,0.109842377,,,,3.828301292,-0.223634949,-0.574804688,-0.023081207,,,,3.828253458,0.135468292,-0.162112885,0.185435181,
3.883681417,0.295784912,-0.732875977,0.078856812,,,3.837599792,0.18022522,-0.03397934,0.2355809,,,,3.838289833,-0.555195465,-0.469573517,0.098466034,,,,3.838270292,-0.237705689,-0.513432312,0.029609222,,,,3.838222458,0.047151947,0.01167572,0.175855103,
3.893649417,0.432151337,-0.664917297,0.07197113,,,3.847568792,0.129181366,-0.01047821,0.2887204,,,,3.848257833,-0.598605194,-0.497565308,-0.029966888,,,,3.848239292,-0.301173706,-0.396076355,0.102657318,,,,3.848191458,-0.00823288,0.158520355,0.2117804,
3.903618417,0.418679352,-0.589623871,0.155647125,,,3.857536792,0.050594788,-0.023800507,0.21058289,,,,3.858226833,-0.555045776,-0.575253754,-0.139539032,,,,3.858207292,-0.358354797,-0.302221527,0.137085724,,,,3.858160458,-0.032632141,0.238454132,0.140678253,
3.913586417,0.322579193,-0.536184998,0.174657593,,,3.867505792,-0.025297394,-0.056732025,0.05445755,,,,3.868195833,-0.543070679,-0.689615936,-0.024727783,,,,3.868176292,-0.399369507,-0.289797363,0.167472534,,,,3.868129458,-0.095651093,0.246986389,0.20100281,
3.923555417,0.223634949,-0.517024841,0.126607513,,,3.877474792,-0.070353699,-0.111368408,0.008353424,,,,3.878163833,-0.487087097,-0.712967377,0.07197113,,,,3.878145292,-0.410895538,-0.436791687,0.126906891,,,,3.878098458,-0.179925842,0.163011017,0.34200958,
3.933523417,0.208366699,-0.54292099,-0.003022919,,,3.887443792,-0.085771637,-0.16495697,-0.032511597,,,,3.888132833,-0.41778122,-0.623902588,-0.018590546,,,,3.888113292,-0.32527359,-0.63767395,-0.032511597,,,,3.888067458,-0.187559967,-0.004790039,0.26252487,
3.943491417,0.298479309,-0.626147919,-0.0390979,,,3.897412792,-0.055235138,-0.154179382,-0.05556366,,,,3.898101833,-0.483793945,-0.565074921,-0.030116577,,,,3.898082292,-0.270038452,-0.796942749,-0.085351715,,,,3.898036458,-0.198187866,-0.110320587,0.25054977,
3.953460417,0.393381958,-0.665665741,0.040985565,,,3.907381792,-0.006286926,-0.125439148,-0.034756927,,,,3.908069833,-0.606838074,-0.584085388,-0.004220428,,,,3.908051292,-0.286204834,-0.8307724,-0.062898407,,,,3.908005458,-0.244890747,-0.11466156,0.27629623,
3.963428417,0.482596436,-0.62719574,0.10355545,,,3.917350792,0.009131012,-0.089364166,0.104603271,,,,3.918038833,-0.639320526,-0.576301575,-0.081759186,,,,3.918019292,-0.330363007,-0.73482193,0.002814941,,,,3.917974458,-0.207019501,-0.080831909,0.194715881,
3.973397417,0.584235077,-0.55459671,0.127505646,,,3.927318792,0.081280975,-0.036524048,0.107447357,,,,3.928007833,-0.583336945,-0.56163208,-0.154657593,,,,3.927988292,-0.380957794,-0.542621613,0.099214478,,,,3.927943458,-0.123642883,-0.050894165,0.117177124,
3.983365417,0.653540955,-0.51717453,0.115680237,,,3.937287792,0.148341522,0.005538483,0.109842377,,,,3.937975833,-0.527503052,-0.623453522,-0.031463776,,,,3.937957292,-0.456400909,-0.353564758,0.2369281,,,,3.937912458,-0.062120819,-0.020357666,0.165975647,
3.993334417,0.622854767,-0.548309784,0.103854828,,,3.947256792,0.156275024,-0.041912842,0.15504837,,,,3.947944833,-0.505199432,-0.675844574,0.137235413,,,,3.947926292,-0.548309784,-0.235759735,0.3722467,,,,3.947881458,-0.012723541,-0.050894165,0.22016296,
4.003302417,0.485440521,-0.634081421,0.125709381,,,3.957225792,0.14280304,-0.07843689,0.037842102,,,,3.957913833,-0.542322235,-0.65638504,0.136486969,,,,3.957894292,-0.552800446,-0.271685028,0.35158966,,,,3.957850458,0.089962921,-0.080532532,0.21237915,
4.013270417,0.356708221,-0.655187531,0.044578094,,,3.967194792,0.054187317,-0.0889151,-0.01694397,,,,3.967881833,-0.606838074,-0.66342041,0.100262299,,,,3.967863292,-0.520317993,-0.35805542,0.2077388,,,,3.967819458,0.166603546,-0.062420197,0.19950592,
4.023239417,0.280965729,-0.620609436,-0.010207977,,,3.977163792,-0.005089417,-0.064066772,-0.050324554,,,,3.977850833,-0.662522278,-0.673000488,0.042183075,,,,3.977832292,-0.541424103,-0.439785461,0.147414246,,,,3.977788458,0.170645142,-0.029937744,0.21537292,
4.033207417,0.238304443,-0.549656982,0.091131287,,,3.987132792,-0.064515839,0.03861969,-0.062149963,,,,3.987818833,-0.695603485,-0.638572083,0.02287323,,,,3.987800292,-0.509091339,-0.529598694,0.074964905,,,,3.987757458,0.131875763,0.037272491,0.172412262,
4.043176417,0.277223511,-0.457897797,0.184537048,,,3.997100792,-0.165256348,0.087867279,0.085443115,,,,3.997787833,-0.656983795,-0.575852509,0.025118561,,,,3.997769292,-0.459095306,-0.572259979,0.012993774,,,,3.997726458,0.047451324,0.140108643,0.139031677,
4.053144417,0.379460907,-0.395627289,0.125110626,,,4.007069792,-0.170196075,0.091908875,0.100262299,,,,4.007756833,-0.568368073,-0.548160095,0.026316071,,,,4.007738292,-0.435145111,-0.549207916,0.038440857,,,,4.007695458,-0.034278717,0.14744339,0.08140152,
4.063112417,0.418230286,-0.426463165,0.052062531,,,4.017038792,-0.138911133,0.079933777,0.027363892,,,,4.017724833,-0.486338654,-0.585282898,0.125559692,,,,4.017706292,-0.404309235,-0.503702545,0.086191559,,,,4.017664458,-0.010029144,0.08187973,0.06269043,
4.073081417,0.426163788,-0.509839783,0.007155914,,,4.027007792,-0.080532532,-0.003293152,0.041135254,,,,4.027693833,-0.450712738,-0.63423111,0.20160156,,,,4.027675292,-0.43409729,-0.51133667,0.109393311,,,,4.027633458,0.048798523,-0.014819183,0.029459534,
4.083049417,0.39787262,-0.608185272,0.037093658,,,4.036976792,-0.0199086,-0.083526306,0.089335022,,,,4.037662833,-0.508791962,-0.646505585,0.198607788,,,,4.037644292,-0.46568161,-0.591719513,0.065833893,,,,4.037602458,0.028740234,-0.157622223,0.075264282,
4.093018417,0.297431488,-0.641565857,0.113584595,,,4.046945792,0.042361908,-0.10298584,0.109692688,,,,4.047630833,-0.597707062,-0.641865234,0.12466156,,,,4.047612292,-0.467926941,-0.688717804,-0.030565643,,,,4.047571458,0.049247589,-0.284558258,0.05326004,
4.102986417,0.169896698,-0.630788269,0.22689896,,,4.056913792,0.092208252,-0.031434631,0.059546967,,,,4.057599833,-0.64710434,-0.558937683,-0.013950195,,,,4.057581292,-0.465082855,-0.713117065,-0.054515839,,,,4.057540458,0.108224945,-0.31240036,-0.048977356,
4.112954417,0.107027435,-0.62719574,0.32838791,,,4.066882792,0.080382843,0.019160156,0.147414246,,,,4.067568833,-0.693657532,-0.455053711,-0.004819183,,,,4.067550292,-0.456400909,-0.670605469,-0.000927277,,,,4.067509458,0.180075531,-0.2773732,-0.058707123,
4.122923417,0.139809265,-0.56163208,0.34006363,,,4.076851792,0.158220978,0.05852829,0.120769653,,,,4.077536833,-0.67509613,-0.42242157,0.06269043,,,,4.077519292,-0.410446472,-0.619411926,0.020777588,,,,4.077478458,0.235310669,-0.226778412,-0.089093933,
4.132891417,0.201481018,-0.481398926,0.32928604,,,4.086820792,0.222437439,0.087567902,0.184986115,,,,4.087505833,-0.562979279,-0.436791687,0.062540741,,,,4.087487292,-0.320932617,-0.565823364,0.052661285,,,,4.087447458,0.218994598,-0.137414246,-0.087297668,
4.142860417,0.233813782,-0.461789703,0.2435144,,,4.096789792,0.221838684,0.011376343,0.26641678,,,,4.097474833,-0.443976746,-0.472417603,0.095921326,,,,4.097456292,-0.274828491,-0.521964569,0.138582611,,,,4.097416458,0.081131287,-0.011226654,-0.054066772,
4.152828417,0.260458374,-0.477207642,0.170915375,,,4.106758792,0.259560242,-0.050445099,0.085293427,,,,4.107442833,-0.397722931,-0.536783752,0.23543121,,,,4.107425167,-0.278271332,-0.472118225,0.25593857,,,,4.107385458,-0.022602997,0.045355682,-0.048228912,
4.162797417,0.302670593,-0.470771027,0.044428406,,,4.116727792,0.129480743,-0.08068222,-0.001825409,,,,4.117411833,-0.395327911,-0.512234802,0.186782379,,,,4.117393167,-0.254021759,-0.454155579,0.27315277,,,,4.117354458,-0.043559418,0.052241364,-0.126366425,
4.172765417,0.336500244,-0.53588562,-0.001975098,,,4.126695792,-0.072748718,-0.098495178,-0.073526306,,,,4.127380833,-0.492475891,-0.51956955,0.099364166,,,,4.127362167,-0.243543549,-0.510438538,0.20893631,,,,4.127323458,-0.076490936,0.014220428,-0.149568176,
4.182733625,0.381107483,-0.578696594,0.073318329,,,4.136664792,-0.284109192,-0.062420197,-0.204653625,,,,4.137348833,-0.627495117,-0.55818924,0.044727783,,,,4.137331167,-0.260757752,-0.60848465,0.149060822,,,,4.137292458,-0.104632416,-0.069904633,-0.089542999,
4.192702625,0.514929199,-0.485440521,0.098016968,,,4.146633792,-0.473764801,-0.042661285,-0.06723938,,,,4.147317833,-0.640817413,-0.598156128,-0.08011261,,,,4.147299167,-0.283809815,-0.719254303,0.076312103,,,,4.147261458,-0.098794556,-0.232167206,0.019879456,
4.202670625,0.654738464,-0.352367249,0.10714798,,,4.156602792,-0.437240753,-0.092058563,0.095322571,,,,4.157286833,-0.597108307,-0.649649048,-0.041343231,,,,4.157268167,-0.320932617,-0.784967651,0.026914825,,,,4.157230458,0.009131012,-0.42002655,-0.000178833,
4.212639625,0.664168854,-0.293539581,0.075264282,,,4.166571792,-0.143252106,-0.138162689,0.049368134,,,,4.167254833,-0.562979279,-0.600551148,0.050116577,,,,4.167237167,-0.354013825,-0.738863525,0.003862762,,,,4.167199458,0.118703156,-0.572709045,-0.068885956,
4.222607625,0.567919006,-0.31943573,0.104902649,,,4.176540792,0.12409195,-0.161663818,0.130798798,,,,4.177223833,-0.556692352,-0.494122467,0.029609222,,,,4.177205167,-0.372874603,-0.619860992,0.020927277,,,,4.177168458,0.138162689,-0.677341461,-0.102715607,
4.232575625,0.439186707,-0.416434021,0.057002258,,,4.186508792,0.204025726,-0.103135529,0.2661174,,,,4.187191833,-0.673748932,-0.458346863,0.055056305,,,,4.187174167,-0.37796402,-0.507145386,0.075863037,,,,4.187137458,0.071102142,-0.67165329,-0.040145721,
